cell,dataset,partition,threat,strength,flip_rate,seed,arm,final_acc,delta_acc,gap,recovery,auroc,rounds_to_target,n_excluded_pairs,false_excl_pairs,excl_precision,excl_clients,false_excl_clients
cifar10_iid_label-flip_fr0.35_g_seed2,cifar10,iid,label_flip,main,0.35,2,vanilla,0.59025,0.0,0.03799999999999992,0.0,,87.0,,,,,
cifar10_iid_label-flip_fr0.35_g_seed2,cifar10,iid,label_flip,main,0.35,2,oracle_excl,0.62825,0.03799999999999992,0.03799999999999992,1.0,,62.0,,,,,
cifar10_iid_label-flip_fr0.35_g_seed2,cifar10,iid,label_flip,main,0.35,2,random_excl,0.55075,-0.03950000000000009,0.03799999999999992,-1.0394736842105308,,,,,,,
cifar10_iid_label-flip_fr0.35_g_seed2,cifar10,iid,label_flip,main,0.35,2,flirds_gate_v1,0.617375,0.027124999999999955,0.03799999999999992,0.7138157894736845,0.9939783219590527,75.0,474.0,96.0,0.7974683544303798,89.0,42.0
cifar10_iid_label-flip_fr0.35_g_seed2,cifar10,iid,label_flip,main,0.35,2,flirds_gate_v2,0.587,-0.003250000000000086,0.03799999999999992,-0.08552631578947613,0.8474508229626656,71.0,4260.0,374.0,0.9122065727699531,50.0,6.0
cifar10_iid_label-flip_fr0.35_g_seed2,cifar10,iid,label_flip,main,0.35,2,flirds_zgate_v2,0.595875,0.005624999999999991,0.03799999999999992,0.14802631578947376,1.0,92.0,,,,,
cifar10_iid_label-flip_fr0.35_g_seed2,cifar10,iid,label_flip,main,0.35,2,flirds_gatew_v2,0.58175,-0.008500000000000063,0.03799999999999992,-0.2236842105263179,0.6876756322761943,72.0,4114.0,503.0,0.8777345649003403,57.0,17.0
cifar10_iid_label-flip_fr0.35_g_seed2,cifar10,iid,label_flip,main,0.35,2,flirds_gatew_v1,0.6105,0.02024999999999999,0.03799999999999992,0.5328947368421061,0.9971898835808912,71.0,446.0,77.0,0.827354260089686,82.0,35.0
cifar10_iid_label-flip_fr0.35_g_seed2,cifar10,iid,label_flip,main,0.35,2,flirds_mult,0.613,0.022749999999999937,0.03799999999999992,0.5986842105263154,0.9076676033721397,72.0,,,,,
cifar10_iid_label-flip_fr0.70_g_seed0,cifar10,iid,label_flip,main,0.7,0,vanilla,0.538,0.0,0.09124999999999994,0.0,,,,,,,
cifar10_iid_label-flip_fr0.70_g_seed0,cifar10,iid,label_flip,main,0.7,0,oracle_excl,0.62925,0.09124999999999994,0.09124999999999994,1.0,,69.0,,,,,
cifar10_iid_label-flip_fr0.70_g_seed0,cifar10,iid,label_flip,main,0.7,0,random_excl,0.561,0.02300000000000002,0.09124999999999994,0.25205479452054835,,,,,,,
cifar10_iid_label-flip_fr0.70_g_seed0,cifar10,iid,label_flip,main,0.7,0,flirds_gate_v1,0.57125,0.03325,0.09124999999999994,0.36438356164383584,1.0,73.0,488.0,96.0,0.8032786885245902,89.0,50.0
cifar10_iid_label-flip_fr0.70_g_seed0,cifar10,iid,label_flip,main,0.7,0,flirds_gate_v2,0.60325,0.06524999999999992,0.09124999999999994,0.7150684931506845,0.8394283312316099,72.0,3735.0,210.0,0.9437751004016064,45.0,6.0
cifar10_iid_label-flip_fr0.70_g_seed0,cifar10,iid,label_flip,main,0.7,0,flirds_zgate_v2,0.591125,0.05312499999999998,0.09124999999999994,0.5821917808219179,1.0,,,,,,
cifar10_iid_label-flip_fr0.70_g_seed0,cifar10,iid,label_flip,main,0.7,0,flirds_gatew_v2,0.609125,0.071125,0.09124999999999994,0.779452054794521,0.8541403951240018,73.0,4002.0,420.0,0.8950524737631185,52.0,13.0
cifar10_iid_label-flip_fr0.70_g_seed0,cifar10,iid,label_flip,main,0.7,0,flirds_gatew_v1,0.605375,0.06737499999999996,0.09124999999999994,0.7383561643835617,1.0,84.0,476.0,81.0,0.8298319327731093,82.0,43.0
cifar10_iid_label-flip_fr0.70_g_seed0,cifar10,iid,label_flip,main,0.7,0,flirds_mult,0.61425,0.07624999999999993,0.09124999999999994,0.8356164383561642,0.9756200084068936,73.0,,,,,
cifar10_iid_label-flip_fr0.70_g_seed1,cifar10,iid,label_flip,main,0.7,1,vanilla,0.503375,0.0,0.132,0.0,,,,,,,
cifar10_iid_label-flip_fr0.70_g_seed1,cifar10,iid,label_flip,main,0.7,1,oracle_excl,0.635375,0.132,0.132,1.0,,68.0,,,,,
cifar10_iid_label-flip_fr0.70_g_seed1,cifar10,iid,label_flip,main,0.7,1,random_excl,0.48975,-0.013624999999999998,0.132,-0.10321969696969695,,,,,,,
cifar10_iid_label-flip_fr0.70_g_seed1,cifar10,iid,label_flip,main,0.7,1,flirds_gate_v1,0.57725,0.07387500000000002,0.132,0.559659090909091,1.0,79.0,567.0,87.0,0.8465608465608465,92.0,44.0
cifar10_iid_label-flip_fr0.70_g_seed1,cifar10,iid,label_flip,main,0.7,1,flirds_gate_v2,0.598625,0.09524999999999995,0.132,0.7215909090909086,0.8986378205128204,72.0,5315.0,576.0,0.8916274694261525,62.0,14.0
cifar10_iid_label-flip_fr0.70_g_seed1,cifar10,iid,label_flip,main,0.7,1,flirds_zgate_v2,0.520875,0.01749999999999996,0.132,0.13257575757575726,1.0,,,,,,
cifar10_iid_label-flip_fr0.70_g_seed1,cifar10,iid,label_flip,main,0.7,1,flirds_gatew_v2,0.5965,0.09312500000000001,0.132,0.7054924242424243,0.8774038461538463,71.0,4957.0,427.0,0.9138591890256204,56.0,10.0
cifar10_iid_label-flip_fr0.70_g_seed1,cifar10,iid,label_flip,main,0.7,1,flirds_gatew_v1,0.595,0.09162499999999996,0.132,0.6941287878787875,1.0,85.0,556.0,79.0,0.8579136690647482,91.0,43.0
cifar10_iid_label-flip_fr0.70_g_seed1,cifar10,iid,label_flip,main,0.7,1,flirds_mult,0.602,0.09862499999999996,0.132,0.7471590909090906,0.9871794871794872,79.0,,,,,
cifar10_iid_label-flip_fr0.70_g_seed2,cifar10,iid,label_flip,main,0.7,2,vanilla,0.51,0.0,0.11824999999999997,0.0,,,,,,,
cifar10_iid_label-flip_fr0.70_g_seed2,cifar10,iid,label_flip,main,0.7,2,oracle_excl,0.62825,0.11824999999999997,0.11824999999999997,1.0,,62.0,,,,,
cifar10_iid_label-flip_fr0.70_g_seed2,cifar10,iid,label_flip,main,0.7,2,random_excl,0.456125,-0.053875000000000006,0.11824999999999997,-0.455602536997886,,,,,,,
cifar10_iid_label-flip_fr0.70_g_seed2,cifar10,iid,label_flip,main,0.7,2,flirds_gate_v1,0.615875,0.10587499999999994,0.11824999999999997,0.8953488372093021,1.0,75.0,565.0,88.0,0.8442477876106195,85.0,38.0
cifar10_iid_label-flip_fr0.70_g_seed2,cifar10,iid,label_flip,main,0.7,2,flirds_gate_v2,0.58825,0.07825000000000004,0.11824999999999997,0.6617336152219878,0.8900040144520274,66.0,4929.0,550.0,0.8884155001014404,56.0,10.0
cifar10_iid_label-flip_fr0.70_g_seed2,cifar10,iid,label_flip,main,0.7,2,flirds_zgate_v2,0.512625,0.0026249999999999885,0.11824999999999997,0.02219873150105699,1.0,,,,,,
cifar10_iid_label-flip_fr0.70_g_seed2,cifar10,iid,label_flip,main,0.7,2,flirds_gatew_v2,0.603875,0.09387500000000004,0.11824999999999997,0.7938689217758991,0.8703331995182658,65.0,4823.0,405.0,0.9160273688575575,57.0,12.0
cifar10_iid_label-flip_fr0.70_g_seed2,cifar10,iid,label_flip,main,0.7,2,flirds_gatew_v1,0.6185,0.10850000000000004,0.11824999999999997,0.91754756871036,1.0,77.0,553.0,69.0,0.8752260397830018,84.0,37.0
cifar10_iid_label-flip_fr0.70_g_seed2,cifar10,iid,label_flip,main,0.7,2,flirds_mult,0.606625,0.09662499999999996,0.11824999999999997,0.8171247357293868,0.9915696507426737,77.0,,,,,
