dataset,partition,threat,flip_rate,arm,final_acc,delta_acc,gap,recovery,rec_sd,auroc,false_excl_pairs,excl_precision,seeds,n_corrupt
cifar10,iid,clean,,vanilla,0.6479166666666667,0.0,,,,,,,3,0.0
cifar10,iid,free_rider,,flirds_gate_v1,0.629375,0.020999999999999946,0.026874999999999944,0.7622471755836059,0.2866735192050755,1.0,118.0,0.8037148927859262,3,40.0
cifar10,iid,free_rider,,flirds_gate_v2,0.6314166666666666,0.023041666666666627,0.026874999999999944,0.8542361706859852,0.02018002916346455,0.8722222222222222,352.0,0.9195224561854802,3,40.0
cifar10,iid,free_rider,,flirds_gatew_v1,0.629375,0.02099999999999998,0.026874999999999944,0.7517991611857787,0.21916435986151905,1.0,97.33333333333333,0.8322610935317076,3,40.0
cifar10,iid,free_rider,,flirds_gatew_v2,0.6339583333333333,0.02558333333333329,0.026874999999999944,0.9658740938945405,0.11205320951290579,0.8888888888888888,224.33333333333334,0.9471788509428508,3,40.0
cifar10,iid,free_rider,,flirds_mult,0.626375,0.017999999999999978,0.026874999999999944,0.6930869883936807,0.15107705584600806,0.39999999999999997,,,3,40.0
cifar10,iid,free_rider,,flirds_zgate_v2,0.6077499999999999,-0.0006250000000000607,0.026874999999999944,-0.0339412239969884,0.11787085276565445,0.8777777777777778,,,3,40.0
cifar10,iid,free_rider,,oracle_excl,0.63525,0.026874999999999944,0.026874999999999944,1.0,0.0,,,,3,40.0
cifar10,iid,free_rider,,random_excl,0.5984166666666667,-0.009958333333333366,0.026874999999999944,-0.4611061181693181,0.6344705090955818,,,,3,40.0
cifar10,iid,free_rider,,vanilla,0.608375,0.0,0.026874999999999944,0.0,0.0,,,,3,40.0
cifar10,iid,frrand,,flirds_gate_v1,0.616625,0.007916666666666683,0.026541666666666647,0.29144581317040835,0.08360424326857066,0.9833333333333334,179.33333333333334,0.5809892832719744,3,40.0
cifar10,iid,frrand,,flirds_gate_v2,0.6232916666666667,0.014583333333333356,0.026541666666666647,0.5057512022660597,0.46206575111671366,0.8798611111111111,308.6666666666667,0.9069361642364265,3,40.0
cifar10,iid,frrand,,flirds_gatew_v1,0.6305416666666667,0.021833333333333333,0.026541666666666647,0.7995763908288355,0.16626471117339625,1.0,99.33333333333333,0.71230377366741,3,40.0
cifar10,iid,frrand,,flirds_gatew_v2,0.6308333333333334,0.02212499999999999,0.026541666666666647,0.8251668604109783,0.05205190295292348,0.9519444444444445,108.66666666666667,0.965170198422688,3,40.0
cifar10,iid,frrand,,flirds_mult,0.6259166666666667,0.017208333333333343,0.026541666666666647,0.6573031843154225,0.05606062159657811,0.4166666666666667,,,3,40.0
cifar10,iid,frrand,,flirds_zgate_v2,0.6083333333333333,-0.0003750000000000142,0.026541666666666647,-0.0426848756281674,0.1756034969443597,0.8752777777777778,,,3,40.0
cifar10,iid,frrand,,oracle_excl,0.63525,0.026541666666666647,0.026541666666666647,1.0,0.0,,,,3,40.0
cifar10,iid,frrand,,random_excl,0.599625,-0.009083333333333332,0.026541666666666647,-0.44647873468443783,0.6371094227328108,,,,3,40.0
cifar10,iid,frrand,,vanilla,0.6087083333333333,0.0,0.026541666666666647,0.0,0.0,,,,3,40.0
cifar10,iid,grad_noise,,flirds_gate_v1,0.5649166666666666,0.30220833333333336,0.3725416666666666,0.8159482567338848,0.14046747815653926,1.0,209.0,0.6937024235726102,3,40.0
cifar10,iid,grad_noise,,flirds_gate_v2,0.6154583333333333,0.35275000000000006,0.3725416666666666,0.9480271789391278,0.04623183195264135,1.0,771.0,0.8416289558676091,3,40.0
cifar10,iid,grad_noise,,flirds_gatew_v1,0.5492083333333334,0.28650000000000003,0.3725416666666666,0.7732724030162877,0.23746648812101798,1.0,174.66666666666666,0.7314419094392829,3,40.0
cifar10,iid,grad_noise,,flirds_gatew_v2,0.6180833333333333,0.355375,0.3725416666666666,0.9538813717971327,0.024588686717266755,1.0,507.0,0.8889419973393139,3,40.0
cifar10,iid,grad_noise,,flirds_mult,0.5400833333333334,0.277375,0.3725416666666666,0.7459607304284152,0.04161312167673632,1.0,,,3,40.0
cifar10,iid,grad_noise,,flirds_zgate_v2,0.327625,0.06491666666666668,0.3725416666666666,0.17193525993916436,0.07744880002027768,1.0,,,3,40.0
cifar10,iid,grad_noise,,oracle_excl,0.63525,0.3725416666666666,0.3725416666666666,1.0,0.0,,,,3,40.0
cifar10,iid,grad_noise,,random_excl,0.256,-0.006708333333333316,0.3725416666666666,-0.01995400906845531,0.081656057153019,,,,3,40.0
cifar10,iid,grad_noise,,vanilla,0.2627083333333333,0.0,0.3725416666666666,0.0,0.0,,,,3,40.0
cifar10,iid,label_flip,0.15,flirds_gate_v1,0.6212916666666667,-0.007333333333333303,0.0019166666666666776,,,0.6817943960735882,167.0,0.5514195848133713,3,44.666666666666664
cifar10,iid,label_flip,0.15,flirds_gate_v2,0.6130416666666667,-0.015583333333333319,0.0019166666666666776,,,0.6299832542733215,213.66666666666666,0.824371417238282,3,44.666666666666664
cifar10,iid,label_flip,0.15,flirds_gatew_v1,0.6197083333333334,-0.008916666666666647,0.0019166666666666776,,,0.6793766547943059,141.66666666666666,0.5438024880203812,3,44.666666666666664
cifar10,iid,label_flip,0.15,flirds_gatew_v2,0.6199583333333333,-0.008666666666666675,0.0019166666666666776,,,0.43937852955521484,253.66666666666666,0.7286263599117108,3,44.666666666666664
cifar10,iid,label_flip,0.15,flirds_mult,0.6252083333333333,-0.0034166666666666603,0.0019166666666666776,,,0.3872899712680094,,,3,44.666666666666664
cifar10,iid,label_flip,0.15,flirds_zgate_v2,0.6261666666666666,-0.00245833333333334,0.0019166666666666776,,,0.6492049508045412,,,3,44.666666666666664
cifar10,iid,label_flip,0.15,oracle_excl,0.6305416666666667,0.0019166666666666776,0.0019166666666666776,,,,,,3,44.666666666666664
cifar10,iid,label_flip,0.15,random_excl,0.6015833333333332,-0.02704166666666667,0.0019166666666666776,,,,,,3,44.666666666666664
cifar10,iid,label_flip,0.15,vanilla,0.628625,0.0,0.0019166666666666776,,,,,,3,44.666666666666664
cifar10,iid,label_flip,0.35,flirds_gate_v1,0.6158750000000001,0.02416666666666667,0.03883333333333331,0.652076843198339,0.30886009740771997,0.9870542508797399,98.66666666666667,0.7835154659957876,3,44.666666666666664
cifar10,iid,label_flip,0.35,flirds_gate_v2,0.6088333333333333,0.017124999999999984,0.03883333333333331,0.4267819580903691,0.14288011368072406,0.8249045098152705,213.33333333333334,0.9429843838124715,3,44.666666666666664
cifar10,iid,label_flip,0.35,flirds_gatew_v1,0.6137083333333334,0.02200000000000002,0.03883333333333331,0.5808420090351564,0.1469448062746813,0.9891810839535147,86.33333333333333,0.7986054987766105,3,44.666666666666664
cifar10,iid,label_flip,0.35,flirds_gatew_v2,0.6068333333333333,0.01512499999999998,0.03883333333333331,0.39287483025800746,0.05207315988670227,0.6858937393194736,295.6666666666667,0.9092025064993804,3,44.666666666666664
cifar10,iid,label_flip,0.35,flirds_mult,0.6155416666666667,0.0238333333333333,0.03883333333333331,0.6182176425167073,0.05170676293001703,0.8409701804034105,,,3,44.666666666666664
cifar10,iid,label_flip,0.35,flirds_zgate_v2,0.5953333333333334,0.0036249999999999893,0.03883333333333331,0.10788046613591773,0.18148292984970688,0.9995796553173601,,,3,44.666666666666664
cifar10,iid,label_flip,0.35,oracle_excl,0.6305416666666667,0.03883333333333331,0.03883333333333331,1.0,0.0,,,,3,44.666666666666664
cifar10,iid,label_flip,0.35,random_excl,0.5702083333333333,-0.021500000000000036,0.03883333333333331,-0.5279592796726768,0.46820315003956814,,,,3,44.666666666666664
cifar10,iid,label_flip,0.35,vanilla,0.5917083333333334,0.0,0.03883333333333331,0.0,0.0,,,,3,44.666666666666664
cifar10,iid,label_flip,0.7,flirds_gate_v1,0.5688333333333334,0.049624999999999996,0.11133333333333333,0.38681146092272023,0.5853155599526719,1.0,96.0,0.8229035028886771,3,44.666666666666664
cifar10,iid,label_flip,0.7,flirds_gate_v2,0.5795416666666666,0.060333333333333315,0.11133333333333333,0.5676819261590939,0.26023052767888655,0.8912820153181972,378.6666666666667,0.9193193591609102,3,44.666666666666664
cifar10,iid,label_flip,0.7,flirds_gatew_v1,0.603375,0.08416666666666665,0.11133333333333333,0.7374298885061442,0.18439711757666163,1.0,77.0,0.854116833757077,3,44.666666666666664
cifar10,iid,label_flip,0.7,flirds_gatew_v2,0.5855416666666667,0.06633333333333331,0.11133333333333333,0.5816443092945153,0.15829450475558907,0.8703295688564583,465.6666666666667,0.9016471404784622,3,44.666666666666664
cifar10,iid,label_flip,0.7,flirds_mult,0.6090833333333333,0.089875,0.11133333333333333,0.810031606140088,0.039407635120766636,0.9816812739326618,,,3,44.666666666666664
cifar10,iid,label_flip,0.7,flirds_zgate_v2,0.54975,0.03054166666666665,0.11133333333333333,0.29282392621585135,0.1609362676817504,1.0,,,3,44.666666666666664
cifar10,iid,label_flip,0.7,oracle_excl,0.6305416666666667,0.11133333333333333,0.11133333333333333,1.0,0.0,,,,3,44.666666666666664
cifar10,iid,label_flip,0.7,random_excl,0.5049166666666666,-0.014291666666666702,0.11133333333333333,-0.09261538353668276,0.36984096243314546,,,,3,44.666666666666664
cifar10,iid,label_flip,0.7,vanilla,0.5192083333333334,0.0,0.11133333333333333,0.0,0.0,,,,3,44.666666666666664
cifar10,iid,label_flip,,flirds_gate_v1,0.5904166666666667,0.08050000000000003,0.120625,0.6627376063932907,0.22912651039212673,1.0,92.33333333333333,0.8298832601513476,3,44.666666666666664
cifar10,iid,label_flip,,flirds_gate_v2,0.6095833333333333,0.09966666666666667,0.120625,0.8227230297873104,0.04512355621060411,0.8844352419164364,301.3333333333333,0.931940621060142,3,44.666666666666664
cifar10,iid,label_flip,,flirds_gatew_v1,0.6089166666666667,0.09899999999999999,0.120625,0.8115830094401643,0.09407072850022324,1.0,80.0,0.8490053029243382,3,44.666666666666664
cifar10,iid,label_flip,,flirds_gatew_v2,0.5830000000000001,0.07308333333333333,0.120625,0.574107483275108,0.18527041709819142,0.8587797859107976,373.6666666666667,0.9162479512938589,3,44.666666666666664
cifar10,iid,label_flip,,flirds_mult,0.6015416666666668,0.09162500000000001,0.120625,0.7630687145292331,0.026841458654748778,0.9809859270521137,,,3,44.666666666666664
cifar10,iid,label_flip,,flirds_zgate_v2,0.5597500000000001,0.04983333333333334,0.120625,0.3973307003362361,0.12823474719982517,1.0,,,3,44.666666666666664
cifar10,iid,label_flip,,oracle_excl,0.6305416666666667,0.120625,0.120625,1.0,0.0,,,,3,44.666666666666664
cifar10,iid,label_flip,,random_excl,0.4948333333333333,-0.015083333333333357,0.120625,-0.09724348770209286,0.41049551694387226,,,,3,44.666666666666664
cifar10,iid,label_flip,,vanilla,0.5099166666666667,0.0,0.120625,0.0,0.0,,,,3,44.666666666666664
cifar10,qskew,clean,,flirds_gate_v1,0.6578750000000001,-0.008000000000000007,,,,,380.6666666666667,0.0,3,0.0
cifar10,qskew,clean,,flirds_gate_v2,0.644875,-0.02100000000000002,,,,,1970.6666666666667,0.0,3,0.0
cifar10,qskew,clean,,flirds_gatew_v1,0.6559583333333333,-0.009916666666666685,,,,,301.0,0.0,3,0.0
cifar10,qskew,clean,,flirds_gatew_v2,0.6557083333333332,-0.010166666666666732,,,,,1293.3333333333333,0.0,3,0.0
cifar10,qskew,clean,,flirds_mult,0.663625,-0.0022500000000000484,,,,,,,3,0.0
cifar10,qskew,clean,,flirds_zgate_v2,0.6634166666666667,-0.00245833333333334,,,,,,,3,0.0
cifar10,qskew,clean,,vanilla,0.6658750000000001,0.0,,,,,,,3,0.0
cifar10,qskew,free_rider,,flirds_gate_v1,0.6442083333333333,0.014708333333333287,0.016499999999999997,1.1987577639751559,,0.9555555555555556,135.66666666666666,0.7808330670668825,3,40.0
cifar10,qskew,free_rider,,flirds_gate_v2,0.6339583333333333,0.004458333333333305,0.016499999999999997,0.42236024844720366,,0.7277777777777779,990.3333333333334,0.8043760153602557,3,40.0
cifar10,qskew,free_rider,,flirds_gatew_v1,0.6446666666666666,0.015166666666666625,0.016499999999999997,0.8695652173913045,,0.9722222222222222,105.0,0.8215974668216353,3,40.0
cifar10,qskew,free_rider,,flirds_gatew_v2,0.633125,0.0036249999999999525,0.016499999999999997,0.4037267080745321,,0.5944444444444444,1109.3333333333333,0.7843885333679634,3,40.0
cifar10,qskew,free_rider,,flirds_mult,0.6382916666666666,0.008791666666666642,0.016499999999999997,0.6708074534161487,,0.3836111111111111,,,3,40.0
cifar10,qskew,free_rider,,flirds_zgate_v2,0.6245833333333334,-0.00491666666666668,0.016499999999999997,-0.1428571428571468,,0.75,,,3,40.0
cifar10,qskew,free_rider,,oracle_excl,0.646,0.016499999999999997,0.016499999999999997,1.0,,,,,3,40.0
cifar10,qskew,free_rider,,random_excl,0.615625,-0.013875000000000007,0.016499999999999997,-0.5155279503105614,,,,,3,40.0
cifar10,qskew,free_rider,,vanilla,0.6295000000000001,0.0,0.016499999999999997,0.0,,,,,3,40.0
cifar10,qskew,frrand,,flirds_gate_v1,0.6314166666666666,0.0010833333333333621,0.015666666666666718,,,0.8831944444444444,214.0,0.5373274117042811,3,40.0
cifar10,qskew,frrand,,flirds_gate_v2,0.6329166666666667,0.002583333333333382,0.015666666666666718,,,0.7484722222222223,1048.0,0.746328935006845,3,40.0
cifar10,qskew,frrand,,flirds_gatew_v1,0.6439166666666667,0.013583333333333355,0.015666666666666718,,,0.9666666666666667,105.33333333333333,0.7033418096912779,3,40.0
cifar10,qskew,frrand,,flirds_gatew_v2,0.6347083333333333,0.004375000000000055,0.015666666666666718,,,0.7401388888888888,664.3333333333334,0.8252236419176358,3,40.0
cifar10,qskew,frrand,,flirds_mult,0.6382083333333334,0.00787500000000004,0.015666666666666718,,,0.38180555555555556,,,3,40.0
cifar10,qskew,frrand,,flirds_zgate_v2,0.6245416666666667,-0.005791666666666602,0.015666666666666718,,,0.7763888888888889,,,3,40.0
cifar10,qskew,frrand,,oracle_excl,0.646,0.015666666666666718,0.015666666666666718,,,,,,3,40.0
cifar10,qskew,frrand,,random_excl,0.6147916666666666,-0.01554166666666664,0.015666666666666718,,,,,,3,40.0
cifar10,qskew,frrand,,vanilla,0.6303333333333333,0.0,0.015666666666666718,,,,,,3,40.0
cifar10,qskew,grad_noise,,flirds_gate_v1,0.4857916666666666,0.2183333333333333,0.3785416666666667,0.5747217303776253,0.3723248322642372,0.9736111111111111,227.66666666666666,0.6644070686121748,3,40.0
cifar10,qskew,grad_noise,,flirds_gate_v2,0.6299583333333333,0.3625,0.3785416666666667,0.9571790034027878,0.025699456593509376,0.9861111111111112,1261.6666666666667,0.761253193458995,3,40.0
cifar10,qskew,grad_noise,,flirds_gatew_v1,0.24633333333333332,-0.021125000000000015,0.3785416666666667,-0.05475927767728353,0.07060142451146259,0.8209722222222222,300.0,0.599093534051672,3,40.0
cifar10,qskew,grad_noise,,flirds_gatew_v2,0.599125,0.3316666666666667,0.3785416666666667,0.8747530246227431,0.08700370200492423,0.9545833333333333,1623.3333333333333,0.748748490494742,3,40.0
cifar10,qskew,grad_noise,,flirds_mult,0.4967083333333333,0.22924999999999995,0.3785416666666667,0.6056885261519356,0.006465750923418589,0.94625,,,3,40.0
cifar10,qskew,grad_noise,,flirds_zgate_v2,0.4695416666666667,0.2020833333333333,0.3785416666666667,0.5349910492063411,0.06133938206112646,0.98375,,,3,40.0
cifar10,qskew,grad_noise,,oracle_excl,0.646,0.3785416666666667,0.3785416666666667,1.0,0.0,,,,3,40.0
cifar10,qskew,grad_noise,,random_excl,0.27875,0.011291666666666663,0.3785416666666667,0.0303986642119189,0.10135219017132203,,,,3,40.0
cifar10,qskew,grad_noise,,vanilla,0.26745833333333335,0.0,0.3785416666666667,0.0,0.0,,,,3,40.0
cifar10,qskew,label_flip,0.15,flirds_gate_v1,0.624375,-0.013125000000000017,0.005208333333333333,,,0.5775563808820624,205.66666666666666,0.44599853045068966,3,44.666666666666664
cifar10,qskew,label_flip,0.15,flirds_gate_v2,0.6277083333333334,-0.009791666666666643,0.005208333333333333,,,0.5391133850743158,866.3333333333334,0.6044996734608433,3,44.666666666666664
cifar10,qskew,label_flip,0.15,flirds_gatew_v1,0.6302500000000001,-0.007249999999999979,0.005208333333333333,,,0.5647931043771027,161.66666666666666,0.42535601837927417,3,44.666666666666664
cifar10,qskew,label_flip,0.15,flirds_gatew_v2,0.6238750000000001,-0.013624999999999962,0.005208333333333333,,,0.35989130102641614,726.6666666666666,0.48923789544969454,3,44.666666666666664
cifar10,qskew,label_flip,0.15,flirds_mult,0.6357916666666666,-0.0017083333333333488,0.005208333333333333,,,0.2936337532575588,,,3,44.666666666666664
cifar10,qskew,label_flip,0.15,flirds_zgate_v2,0.6376666666666667,0.0001666666666666853,0.005208333333333333,,,0.47245453360274087,,,3,44.666666666666664
cifar10,qskew,label_flip,0.15,oracle_excl,0.6427083333333333,0.005208333333333333,0.005208333333333333,,,,,,3,44.666666666666664
cifar10,qskew,label_flip,0.15,random_excl,0.61775,-0.019749999999999972,0.005208333333333333,,,,,,3,44.666666666666664
cifar10,qskew,label_flip,0.15,vanilla,0.6375000000000001,0.0,0.005208333333333333,,,,,,3,44.666666666666664
cifar10,qskew,label_flip,0.35,flirds_gate_v1,0.6102916666666666,0.012999999999999975,0.04541666666666666,0.2877105216865854,0.34000732950076723,0.8317655799915706,150.66666666666666,0.6598688728242307,3,44.666666666666664
cifar10,qskew,label_flip,0.35,flirds_gate_v2,0.5932083333333333,-0.004083333333333328,0.04541666666666666,-0.09013918658186477,0.8185629825844379,0.6983792020828016,738.0,0.8082803856202198,3,44.666666666666664
cifar10,qskew,label_flip,0.35,flirds_gatew_v1,0.6042916666666667,0.007000000000000006,0.04541666666666666,0.15849853242106074,0.191432576207339,0.8353092913597822,120.0,0.6659775645344406,3,44.666666666666664
cifar10,qskew,label_flip,0.35,flirds_gatew_v2,0.6066666666666667,0.009375000000000022,0.04541666666666666,0.20658834038892784,0.1492386094879777,0.5289186466754605,852.0,0.7288494891764676,3,44.666666666666664
cifar10,qskew,label_flip,0.35,flirds_mult,0.6175833333333333,0.02029166666666667,0.04541666666666666,0.44669897568011074,0.09884707987143827,0.5574324231447868,,,3,44.666666666666664
cifar10,qskew,label_flip,0.35,flirds_zgate_v2,0.615625,0.01833333333333335,0.04541666666666666,0.4039275081437698,0.1082264861594476,0.9313400861146928,,,3,44.666666666666664
cifar10,qskew,label_flip,0.35,oracle_excl,0.6427083333333333,0.04541666666666666,0.04541666666666666,1.0,0.0,,,,3,44.666666666666664
cifar10,qskew,label_flip,0.35,random_excl,0.58625,-0.011041666666666653,0.04541666666666666,-0.22384856454082613,0.4537344213461525,,,,3,44.666666666666664
cifar10,qskew,label_flip,0.35,vanilla,0.5972916666666667,0.0,0.04541666666666666,0.0,0.0,,,,3,44.666666666666664
cifar10,qskew,label_flip,0.7,flirds_gate_v1,0.594375,0.07870833333333331,0.12704166666666664,0.5720892181469105,0.3021060731761138,0.9702663791695781,122.0,0.7621770502414286,3,44.666666666666664
cifar10,qskew,label_flip,0.7,flirds_gate_v2,0.6027916666666666,0.08712499999999997,0.12704166666666664,0.653750006077609,0.20658552394657054,0.8035455680944604,985.6666666666666,0.7940844828808018,3,44.666666666666664
cifar10,qskew,label_flip,0.7,flirds_gatew_v1,0.5795,0.06383333333333334,0.12704166666666664,0.4078691412498254,0.5607389119087911,0.9717991978281685,108.66666666666667,0.7723801333362735,3,44.666666666666664
cifar10,qskew,label_flip,0.7,flirds_gatew_v2,0.585375,0.06970833333333333,0.12704166666666664,0.51331290227176,0.22256030606184468,0.6583085333907968,1227.3333333333333,0.7455213274558173,3,44.666666666666664
cifar10,qskew,label_flip,0.7,flirds_mult,0.5970833333333333,0.08141666666666665,0.12704166666666664,0.6508776860180432,0.13890805163511508,0.810757504689574,,,3,44.666666666666664
cifar10,qskew,label_flip,0.7,flirds_zgate_v2,0.596625,0.08095833333333331,0.12704166666666664,0.6128004124644787,0.14999998452667573,0.9833668976635912,,,3,44.666666666666664
cifar10,qskew,label_flip,0.7,oracle_excl,0.6427083333333333,0.12704166666666664,0.12704166666666664,1.0,0.0,,,,3,44.666666666666664
cifar10,qskew,label_flip,0.7,random_excl,0.5290833333333333,0.013416666666666651,0.12704166666666664,0.13552623041963124,0.17734123328074813,,,,3,44.666666666666664
cifar10,qskew,label_flip,0.7,vanilla,0.5156666666666667,0.0,0.12704166666666664,0.0,0.0,,,,3,44.666666666666664
cifar10,qskew,label_flip,,flirds_gate_v1,0.5821666666666666,0.08741666666666664,0.14795833333333333,0.6021458929243078,0.2727596501290815,0.9712339131887827,122.66666666666667,0.7630058525362519,3,44.666666666666664
cifar10,qskew,label_flip,,flirds_gate_v2,0.5479583333333333,0.05320833333333334,0.14795833333333333,0.39204148138978234,0.28044099034256437,0.7956335905096936,908.6666666666666,0.8089794907977449,3,44.666666666666664
cifar10,qskew,label_flip,,flirds_gatew_v1,0.570375,0.075625,0.14795833333333333,0.27063302921889004,0.9328233931492017,0.9767739471597542,103.0,0.7828413320662073,3,44.666666666666664
cifar10,qskew,label_flip,,flirds_gatew_v2,0.595875,0.101125,0.14795833333333333,0.6725698648421542,0.04803224462879354,0.6837283057454363,1365.3333333333333,0.7272703377027749,3,44.666666666666664
cifar10,qskew,label_flip,,flirds_mult,0.594125,0.099375,0.14795833333333333,0.6783818209883902,0.070470356683111,0.8151448074916413,,,3,44.666666666666664
cifar10,qskew,label_flip,,flirds_zgate_v2,0.5972916666666667,0.10254166666666666,0.14795833333333333,0.6656519107818814,0.11103183686135638,0.9765732025863375,,,3,44.666666666666664
cifar10,qskew,label_flip,,oracle_excl,0.6427083333333333,0.14795833333333333,0.14795833333333333,1.0,0.0,,,,3,44.666666666666664
cifar10,qskew,label_flip,,random_excl,0.5208333333333334,0.026083333333333347,0.14795833333333333,0.18674517904614243,0.1296325230962683,,,,3,44.666666666666664
cifar10,qskew,label_flip,,vanilla,0.49475,0.0,0.14795833333333333,0.0,0.0,,,,3,44.666666666666664
cifar10,shard,clean,,flirds_gate_v1,0.45529166666666665,-0.01983333333333333,,,,,452.3333333333333,0.0,3,0.0
cifar10,shard,clean,,flirds_gate_v2,0.4533333333333333,-0.02179166666666667,,,,,3383.3333333333335,0.0,3,0.0
cifar10,shard,clean,,flirds_gatew_v1,0.33970833333333333,-0.13541666666666666,,,,,387.6666666666667,0.0,3,0.0
cifar10,shard,clean,,flirds_gatew_v2,0.426,-0.04912500000000001,,,,,3667.6666666666665,0.0,3,0.0
cifar10,shard,clean,,flirds_mult,0.49766666666666665,0.022541666666666665,,,,,,,3,0.0
cifar10,shard,clean,,flirds_zgate_v2,0.4814583333333333,0.006333333333333302,,,,,,,3,0.0
cifar10,shard,clean,,vanilla,0.475125,0.0,,,,,,,3,0.0
cifar10,shard,free_rider,,flirds_gate_v1,0.28933333333333333,-0.10887499999999999,0.07070833333333332,-1.5892857142857149,0.8289838816705649,0.9777777777777777,200.66666666666666,0.70668713046283,3,40.0
cifar10,shard,free_rider,,flirds_gate_v2,0.39758333333333334,-0.0006249999999999867,0.07070833333333332,0.09627329192546592,0.35574937438577897,0.6722222222222222,1877.6666666666667,0.6856027509943896,3,40.0
cifar10,shard,free_rider,,flirds_gatew_v1,0.29983333333333334,-0.09837499999999999,0.07070833333333332,-1.516045548654245,0.8688775872344021,0.9944444444444445,174.0,0.7353876647293197,3,40.0
cifar10,shard,free_rider,,flirds_gatew_v2,0.46941666666666665,0.07120833333333333,0.07070833333333332,0.8486024844720501,0.3919831069621082,0.6388888888888888,1688.6666666666667,0.7060293448838683,3,40.0
cifar10,shard,free_rider,,flirds_mult,0.4164583333333334,0.018250000000000006,0.07070833333333332,0.2776915113871636,0.22435634413424063,0.44083333333333324,,,3,40.0
cifar10,shard,free_rider,,flirds_zgate_v2,0.43145833333333333,0.03325000000000002,0.07070833333333332,0.27950310559006236,0.23277428200550945,0.4166666666666667,,,3,40.0
cifar10,shard,free_rider,,oracle_excl,0.46891666666666665,0.07070833333333332,0.07070833333333332,1.0,0.0,,,,3,40.0
cifar10,shard,free_rider,,random_excl,0.3675,-0.030708333333333337,0.07070833333333332,-0.21687370600414096,0.8161739762142861,,,,3,40.0
cifar10,shard,free_rider,,vanilla,0.39820833333333333,0.0,0.07070833333333332,0.0,0.0,,,,3,40.0
cifar10,shard,frrand,,flirds_gate_v1,0.43516666666666665,0.03783333333333335,0.07158333333333333,0.740119260584377,0.5999402579269337,0.8340277777777777,292.6666666666667,0.45669636371796224,3,40.0
cifar10,shard,frrand,,flirds_gate_v2,0.4266666666666667,0.02933333333333336,0.07158333333333333,0.462409063804413,0.145266802775426,0.5555555555555556,2486.3333333333335,0.5575507747412032,3,40.0
cifar10,shard,frrand,,flirds_gatew_v1,0.30041666666666667,-0.09691666666666665,0.07158333333333333,-1.4862731067382229,0.8646520272942041,0.9944444444444445,174.0,0.5817858858059863,3,40.0
cifar10,shard,frrand,,flirds_gatew_v2,0.41279166666666667,0.015458333333333352,0.07158333333333333,0.5538223017292787,0.4336584271405728,0.8277777777777778,1065.3333333333333,0.7163385226915439,3,40.0
cifar10,shard,frrand,,flirds_mult,0.41558333333333336,0.018250000000000027,0.07158333333333333,0.2770542635658917,0.2221082695634026,0.44083333333333335,,,3,40.0
cifar10,shard,frrand,,flirds_zgate_v2,0.44487499999999996,0.04754166666666668,0.07158333333333333,0.7471437090041743,0.5329991293752478,0.4444444444444444,,,3,40.0
cifar10,shard,frrand,,oracle_excl,0.46891666666666665,0.07158333333333333,0.07158333333333333,1.0,0.0,,,,3,40.0
cifar10,shard,frrand,,random_excl,0.367875,-0.02945833333333331,0.07158333333333333,-0.1931067382230173,0.8278166972975107,,,,3,40.0
cifar10,shard,frrand,,vanilla,0.3973333333333333,0.0,0.07158333333333333,0.0,0.0,,,,3,40.0
cifar10,shard,grad_noise,,flirds_gate_v1,0.141625,-0.025083333333333332,0.30220833333333336,-0.08390396773369983,0.09104919909806569,0.8620833333333334,257.6666666666667,0.5770113513068923,3,40.0
cifar10,shard,grad_noise,,flirds_gate_v2,0.35966666666666663,0.19295833333333334,0.30220833333333336,0.6512771674735244,0.17593963237242413,0.8447222222222223,3000.6666666666665,0.5724912189526234,3,40.0
cifar10,shard,grad_noise,,flirds_gatew_v1,0.15241666666666667,-0.01429166666666667,0.30220833333333336,-0.038698092027396595,0.11966541416589006,0.8475,213.0,0.5966633894440846,3,40.0
cifar10,shard,grad_noise,,flirds_gatew_v2,0.3469166666666667,0.18020833333333333,0.30220833333333336,0.6298765655088839,0.34838679831160824,0.9091666666666667,2037.6666666666667,0.6458400308476878,3,40.0
cifar10,shard,grad_noise,,flirds_mult,0.28429166666666666,0.11758333333333333,0.30220833333333336,0.39116074221571223,0.022354417012464822,0.9929166666666666,,,3,40.0
cifar10,shard,grad_noise,,flirds_zgate_v2,0.17920833333333333,0.012500000000000002,0.30220833333333336,0.03965557740232057,0.04951399823005723,0.9995833333333333,,,3,40.0
cifar10,shard,grad_noise,,oracle_excl,0.46891666666666665,0.30220833333333336,0.30220833333333336,1.0,0.0,,,,3,40.0
cifar10,shard,grad_noise,,random_excl,0.16974999999999998,0.003041666666666674,0.30220833333333336,0.015515897454124518,0.05559769295163175,,,,3,40.0
cifar10,shard,grad_noise,,vanilla,0.16670833333333332,0.0,0.30220833333333336,0.0,0.0,,,,3,40.0
cifar10,shard,label_flip,0.15,flirds_gate_v1,0.43191666666666667,0.0038333333333333184,-0.0015833333333333255,0.752134646962233,0.7000241024258956,0.32688620254718864,274.0,0.3703259199323175,3,44.666666666666664
cifar10,shard,label_flip,0.15,flirds_gate_v2,0.3520833333333333,-0.07600000000000001,-0.0015833333333333255,5.6935256861365255,8.138445746872618,0.2913045707717181,2710.3333333333335,0.2274308243499842,3,44.666666666666664
