dataset,partition,scenario,method,spearman_b,pearson_b,kendall_b,auroc,spearman_vs_rate,spearman_vs_rate_corrupt,runtime_s
cifar10,shard,grad_noise,ShapleyFL,0.783098309830983,0.80649304710134,0.5612121212121214,1.0,,,1487.5414160387202
cifar10,shard,grad_noise,loss-heur,0.935125512551255,0.9333294829487082,0.7819528619528621,0.9613888888888887,,,9.306435206051296
cifar10,shard,label_flip@'0.15',(b)oracle,,,,0.22654879427364882,-0.46969846652691394,,830.467493670721
cifar10,shard,label_flip@'0.15',ComFedSV,0.29658165816581655,0.3056846463645803,0.20404040404040405,0.23196797317196327,-0.4612060497388459,,23.863608632741187
cifar10,shard,label_flip@'0.15',FedIF,0.4082848284828482,0.4427114898019897,0.2856565656565657,0.5150220710840375,0.02524120017450719,,5.5207129556220025
cifar10,shard,label_flip@'0.15',FedSV,0.5754015401540152,0.5737775376322353,0.4065993265993266,0.00301872522923635,-0.8530906082741629,,295.5013105715237
cifar10,shard,label_flip@'0.15',Flirds,0.9488908890889087,0.95954933016105,0.8185858585858586,0.3174112878943713,-0.3135342504325504,,10.637756220647134
cifar10,shard,label_flip@'0.15',Flirds1st,0.6434283428342834,0.7015664337146733,0.47393939393939405,0.47001462867556215,-0.050782269597109554,,4.278752010315657
cifar10,shard,label_flip@'0.15',GTG,0.6294109410941093,0.6280096979496407,0.4554882154882156,0.006546975304173353,-0.8470331177523072,,1208.8354020546346
cifar10,shard,label_flip@'0.15',ShapleyFL,0.5330693069306931,0.5351367844636372,0.37077441077441087,0.0031062970381196364,-0.8528987799516226,,1470.688170885706
cifar10,shard,label_flip@'0.15',loss-heur,0.866106610661066,0.8887297676722513,0.6918518518518519,0.21986612573092756,-0.4804409712867907,,9.288995124128027
cifar10,shard,label_flip@'0.35',(b)oracle,,,,0.24626781676751733,-0.43395164973949696,,831.7420492399833
cifar10,shard,label_flip@'0.35',ComFedSV,0.2987878787878787,0.28588267477496354,0.19636363636363638,0.18186387345853228,-0.5446295538461815,,23.776039235046483
cifar10,shard,label_flip@'0.35',FedIF,0.2836603660366036,0.31306185397233616,0.19292929292929295,0.6937157879336608,0.3308846796632981,,5.533343660965329
cifar10,shard,label_flip@'0.35',FedSV,0.5146774677467746,0.4808298325022441,0.36383838383838385,0.00042034468263976504,-0.8539688901803798,,295.8020594565314
cifar10,shard,label_flip@'0.35',Flirds,0.9374497449744973,0.955929502942941,0.8024242424242425,0.3703509177806813,-0.2217236214428383,,10.751333616499323
cifar10,shard,label_flip@'0.35',Flirds1st,0.6205160516051604,0.6735675317846497,0.45979797979797987,0.5652138366467327,0.11224762155100246,,4.30939114150533
cifar10,shard,label_flip@'0.35',GTG,0.6082808280828083,0.5483283666978671,0.4363636363636364,0.003334408241253214,-0.8490213220972609,,1119.3228095560044
cifar10,shard,label_flip@'0.35',ShapleyFL,0.5196039603960395,0.4826909208546326,0.35818181818181827,0.0,-0.854679146518313,,1483.8230798250588
cifar10,shard,label_flip@'0.35',loss-heur,0.8882148214821481,0.8952450219803827,0.7173737373737374,0.2209571945342029,-0.47629284676099914,,9.28239908098476
cifar10,shard,label_flip@'0.70',(b)oracle,,,,0.25864806416452174,-0.4148866829210475,,833.8682736326882
cifar10,shard,label_flip@'0.70',ComFedSV,0.29012101210121005,0.26851858147028346,0.19245791245791252,0.1473136941581539,-0.6058635060372218,,24.03802999864759
cifar10,shard,label_flip@'0.70',FedIF,0.2487208720872087,0.27349776085640903,0.17589225589225596,0.7745050591474975,0.470716724997902,,5.604192519337327
cifar10,shard,label_flip@'0.70',FedSV,0.5133673367336734,0.5039733802760117,0.36175084175084177,0.0,-0.8582446230028519,,294.3529367843391
cifar10,shard,label_flip@'0.70',Flirds,0.9086108610861086,0.9456017056187349,0.7756228956228958,0.410821857488978,-0.1534377821354326,,11.192343514985017
cifar10,shard,label_flip@'0.70',Flirds1st,0.5447064706470647,0.6169488555490088,0.40592592592592597,0.643370034323368,0.24643659825332118,,4.291480634681648
cifar10,shard,label_flip@'0.70',GTG,0.5698489848984898,0.5404886369431479,0.4083501683501684,0.00041404485600311916,-0.8575397502832328,,1054.3560570566526
cifar10,shard,label_flip@'0.70',ShapleyFL,0.49892189218921884,0.4717842580612841,0.34262626262626267,0.0,-0.8582446230028519,,1461.1305196693186
cifar10,shard,label_flip@'0.70',loss-heur,0.8604820482048203,0.8973842939422259,0.6923905723905724,0.23075197304101688,-0.4615435369517287,,9.286765519694503
cifar10,shard,label_flip_strmain,(b)oracle,,,,0.2812280965011944,-0.2854985893664186,0.4302960228386074,845.1796776993045
cifar10,shard,label_flip_strmain,ComFedSV,0.2626142614261426,0.24471444735843217,0.17468013468013469,0.15440665297269976,-0.5688651681882452,-0.09645686121658663,23.96945354063064
cifar10,shard,label_flip_strmain,FedIF,0.2939453945394539,0.3037082997894132,0.2084848484848485,0.7813457128934446,0.5306723578457389,0.46169509836540507,5.486775746957089
cifar10,shard,label_flip_strmain,FedSV,0.46442644264426436,0.468547108158484,0.32242424242424245,0.0,-0.8137317951624446,-0.03051303732794695,295.3800127956395
cifar10,shard,label_flip_strmain,Flirds,0.9156995699569955,0.9430606494048467,0.7818181818181819,0.43057850316625346,-0.03495682943090259,0.4575191740622662,11.024762234262502
cifar10,shard,label_flip_strmain,Flirds1st,0.5708370837083708,0.6288112459060569,0.4226262626262627,0.6515405280362816,0.2895165382696094,0.24101339835952737,4.364352821760501
cifar10,shard,label_flip_strmain,GTG,0.5141354135413541,0.5065488887916468,0.36430976430976436,0.0004203446826397651,-0.8123382945195327,-0.039788427927021405,1067.5187111073174
cifar10,shard,label_flip_strmain,ShapleyFL,0.4922492249224922,0.4502521036450216,0.34356902356902363,0.0,-0.7964853004479379,0.11502004049474716,1473.3319090580724
cifar10,shard,label_flip_strmain,loss-heur,0.849152915291529,0.8952358776049661,0.6852525252525253,0.24859285180889676,-0.369545521190317,0.2446450192431705,9.304702803104496
fmnist,dir1,clean,(b)oracle,,,,,,,265.3042755540616
fmnist,dir1,clean,ComFedSV,0.20468446844684465,0.19634986866914514,0.13535353535353536,,,,11.95682093539896
fmnist,dir1,clean,FedIF,0.4143014301430142,0.35862287361928047,0.29710437710437715,,,,1.9065506839348625
fmnist,dir1,clean,FedSV,0.6093689368936893,0.6696316509233426,0.4471380471380472,,,,88.51896353058207
fmnist,dir1,clean,Flirds,0.992139213921392,0.9945348639261957,0.934814814814815,,,,3.1677846224047244
fmnist,dir1,clean,Flirds1st,0.5896549654965496,0.46271173218059475,0.4513131313131314,,,,1.212400189988936
fmnist,dir1,clean,GTG,0.698205820582058,0.7579507633149647,0.5251178451178452,,,,356.4090076709787
fmnist,dir1,clean,ShapleyFL,0.3556875687568756,0.36486150234054776,0.24282828282828287,,,,440.34131626070786
fmnist,dir1,clean,loss-heur,0.9002940294029402,0.8971226210928197,0.7410101010101012,,,,2.08044983066308
fmnist,dir1,free_rider,(b)oracle,,,,0.7444444444444445,,,259.1974835586734
fmnist,dir1,free_rider,ComFedSV,0.03187540772147791,0.06272731617836867,0.018195324242102972,0.28388888888888886,,,11.732639064236233
fmnist,dir1,free_rider,FedIF,0.5982169283466233,0.5250351958138831,0.4365410453246478,0.9270833333333334,,,1.8028777736860018
fmnist,dir1,free_rider,FedSV,0.03938012493700293,0.29307147475570317,0.00851071617775784,0.0911111111111111,,,88.27143815278153
fmnist,dir1,free_rider,Flirds,0.9919524755860417,0.9977890508749234,0.9709032773780976,0.7555555555555555,,,3.1358050852625943
fmnist,dir1,free_rider,Flirds1st,0.6758723849819432,0.7239855195936022,0.5630695443645084,0.9722222222222222,,,1.1902703873735543
fmnist,dir1,free_rider,GTG,0.28059372725220033,0.5677271142808856,0.19090416805625776,0.23694444444444443,,,303.6587186739004
fmnist,dir1,free_rider,ShapleyFL,-0.14751834495773344,0.02211426780190621,-0.1292748440104251,0.018333333333333344,,,433.91677546188777
fmnist,dir1,free_rider,loss-heur,0.9461332991431073,0.9690197279080079,0.8780175859312549,0.7944444444444444,,,2.055758395756129
fmnist,dir1,frrand,(b)oracle,,,,0.7494444444444445,,,268.2644973847394
fmnist,dir1,frrand,ComFedSV,0.034047404740474047,0.06018499479388204,0.01858585858585859,0.2808333333333333,,,11.821040258354818
fmnist,dir1,frrand,FedIF,0.5913111311131112,0.5253882823013453,0.4154882154882156,0.9277777777777777,,,1.8757085183557745
fmnist,dir1,frrand,FedSV,0.014597459745974595,0.2969509604834672,-0.017777777777777778,0.09291666666666666,,,89.42308138027632
fmnist,dir1,frrand,Flirds,0.9926312631263126,0.9976749005590179,0.9644444444444447,0.7597222222222223,,,3.2081911551067606
fmnist,dir1,frrand,Flirds1st,0.7043424342434242,0.726665409227529,0.6013468013468014,0.9616666666666666,,,1.2116196306111913
fmnist,dir1,frrand,GTG,0.25899789978997895,0.5686299477912409,0.16323232323232326,0.24097222222222223,,,316.19804494160536
fmnist,dir1,frrand,ShapleyFL,-0.1411261126112611,0.02408717128403189,-0.1117845117845118,0.019444444444444455,,,447.23741962605465
fmnist,dir1,frrand,loss-heur,0.9398059805980598,0.9700248308483556,0.8480808080808081,0.7979166666666666,,,2.093365069013089
fmnist,dir1,grad_noise,(b)oracle,,,,0.9987499999999999,,,263.71219971469446
fmnist,dir1,grad_noise,ComFedSV,0.2774597459745974,0.371748671481676,0.18707070707070708,0.6893055555555555,,,11.861200863010405
fmnist,dir1,grad_noise,FedIF,0.7533473347334733,0.7435168291299709,0.518922558922559,1.0,,,1.904789529061721
fmnist,dir1,grad_noise,FedSV,0.8909290929092908,0.8434015121663245,0.7077441077441078,1.0,,,88.84792397664084
fmnist,dir1,grad_noise,Flirds,0.967020702070207,0.9723590244090504,0.862895622895623,0.9991666666666666,,,3.226290024331926
fmnist,dir1,grad_noise,Flirds1st,0.31015501550155017,0.015085323422432259,0.27946127946127947,0.5133333333333333,,,1.2183938353943329
fmnist,dir1,grad_noise,GTG,0.8925612561256124,0.8283509573036031,0.7068013468013469,1.0,,,284.1322094837087
fmnist,dir1,grad_noise,ShapleyFL,0.7643404340434042,0.7287371448316368,0.5345454545454547,1.0,,,440.57041318458505
fmnist,dir1,grad_noise,loss-heur,0.9515271527152714,0.9430270376500333,0.837845117845118,0.955,,,2.0850818810286
fmnist,dir1,label_flip@'0.15',(b)oracle,,,,0.9777899585558592,0.8199574674683813,,267.85352020536084
fmnist,dir1,label_flip@'0.15',ComFedSV,0.17735773577357736,0.21373226342914228,0.12026936026936029,0.5688504054205621,0.11746142111171869,,11.849052763699243
fmnist,dir1,label_flip@'0.15',FedIF,0.8375637563756375,0.7950735945474706,0.6342087542087543,0.9868898305020394,0.8358077802013089,,1.9186254933398839
fmnist,dir1,label_flip@'0.15',FedSV,0.7001620162016202,0.7061845858928795,0.5229629629629631,0.8041400281028516,0.5223694684919721,,89.27825762998934
fmnist,dir1,label_flip@'0.15',Flirds,0.9968436843684367,0.9982207139866128,0.9628282828282829,0.9735890139066985,0.8127400694110487,,3.1502346673514694
fmnist,dir1,label_flip@'0.15',Flirds1st,0.8749794979497949,0.8216855578436406,0.7236363636363637,0.9486848878113373,0.7702782888634262,,1.2122138326521963
fmnist,dir1,label_flip@'0.15',GTG,0.6997859785978596,0.7435295793766746,0.5292929292929295,0.7730802304859073,0.4691475839726673,,363.6923983756763
fmnist,dir1,label_flip@'0.15',ShapleyFL,0.6092089208920891,0.5861949187415428,0.43218855218855223,0.8117294647588542,0.5359927774405954,,445.04046008200385
fmnist,dir1,label_flip@'0.15',loss-heur,0.9703690369036903,0.9709336794463767,0.8634343434343436,0.9679990286736047,0.803282426073033,,2.115039554424584
fmnist,dir1,label_flip@'0.35',(b)oracle,,,,1.0,0.8582446230028519,,267.7745570349992
fmnist,dir1,label_flip@'0.35',ComFedSV,0.3623962396239624,0.3663627649289785,0.25158249158249163,0.7016801240385241,0.34541255945277966,,11.85117670961578
fmnist,dir1,label_flip@'0.35',FedIF,0.8134173417341733,0.8856044872690388,0.5893602693602694,1.0,0.8582446230028519,,1.9456854783638846
fmnist,dir1,label_flip@'0.35',FedSV,0.8796519651965196,0.8993976470579489,0.7068013468013469,0.9750839896613658,0.8155386961754179,,89.47637254863123
fmnist,dir1,label_flip@'0.35',Flirds,0.9982398239823981,0.9993031587470051,0.9737373737373739,1.0,0.8582446230028519,,3.222228988345402
fmnist,dir1,label_flip@'0.35',Flirds1st,0.9789098909890989,0.9643057940272071,0.8864646464646465,1.0,0.8582446230028519,,1.2101189296420973
fmnist,dir1,label_flip@'0.35',GTG,0.8844164416441643,0.8940956761178853,0.7158249158249159,0.9792986958458888,0.8226508675141336,,293.94374310838367
fmnist,dir1,label_flip@'0.35',ShapleyFL,0.7684328432843284,0.8103895333496908,0.5445117845117845,0.9793295692150421,0.8227942432718468,,444.9410382656594
fmnist,dir1,label_flip@'0.35',loss-heur,0.9901590159015902,0.9926400818656803,0.9236363636363638,1.0,0.8582446230028519,,2.1032473466572505
fmnist,dir1,label_flip@'0.70',(b)oracle,,,,1.0,0.8582446230028519,,263.4194300410454
fmnist,dir1,label_flip@'0.70',ComFedSV,0.5516991699169916,0.5627053700872499,0.38639730639730646,0.836072865854979,0.5761034637053801,,11.854389622749295
fmnist,dir1,label_flip@'0.70',FedIF,0.7635083508350835,0.8961838632043988,0.5240404040404041,1.0,0.8582446230028519,,1.8466821220742229
fmnist,dir1,label_flip@'0.70',FedSV,0.9454105410541054,0.9726668806364045,0.8150841750841753,0.9998598851057867,0.8580078708902074,,88.25527138499699
fmnist,dir1,label_flip@'0.70',Flirds,0.9955995599559954,0.9979581326670642,0.9548821548821551,1.0,0.8582446230028519,,3.147329834095823
fmnist,dir1,label_flip@'0.70',Flirds1st,0.991079107910791,0.9892056007085926,0.9264646464646465,1.0,0.8582446230028519,,1.2052602160256356
fmnist,dir1,label_flip@'0.70',GTG,0.9326092609260925,0.9640241215903457,0.7845117845117846,0.9995796553173601,0.8575343666649187,,196.99198704203204
fmnist,dir1,label_flip@'0.70',ShapleyFL,0.7646044604460446,0.8919609607281972,0.5344107744107744,1.0,0.8582446230028519,,439.42501345602795
fmnist,dir1,label_flip@'0.70',loss-heur,0.9923872387238722,0.9951580561270422,0.9330639730639732,1.0,0.8582446230028519,,2.0618672952987254
fmnist,dir1,label_flip_strmain,(b)oracle,,,,1.0,0.8648962891241955,0.5460960175341527,264.28956580410403
fmnist,dir1,label_flip_strmain,ComFedSV,0.5443864386438644,0.5888880803721471,0.37966329966329976,0.8268611166164282,0.594318680587976,0.41136433682634993,11.866811061122766
fmnist,dir1,label_flip_strmain,FedIF,0.8185858585858585,0.8790143416448309,0.6105050505050506,1.0,0.8973910946277733,0.8659527926718219,1.8555632528538506
fmnist,dir1,label_flip_strmain,FedSV,0.9447344734473445,0.9690532101826138,0.8121212121212124,1.0,0.885176889950702,0.7542328777642432,88.41316683241166
fmnist,dir1,label_flip_strmain,Flirds,0.9953715371537153,0.9981374645094494,0.9538047138047139,1.0,0.8648276844151747,0.5422752840513826,3.1590519258752465
fmnist,dir1,label_flip_strmain,Flirds1st,0.9915511551155114,0.9878663695899507,0.9287542087542088,1.0,0.8687490260667015,0.5757611822401456,1.2020567723860343
fmnist,dir1,label_flip_strmain,GTG,0.9398659865986598,0.9627793220205089,0.7985185185185187,0.9992994255289337,0.8826665339933534,0.7404839376042244,205.9802817304153
fmnist,dir1,label_flip_strmain,ShapleyFL,0.7905118666958902,0.8694174062440316,0.5728821647466403,1.0,0.8917748632570843,0.8092511791552551,439.91227787151
fmnist,dir1,label_flip_strmain,loss-heur,0.9922992299229921,0.9947738672005134,0.931851851851852,1.0,0.8680768265227033,0.5697939490694389,2.083871270607536
fmnist,iid,clean,(b)oracle,,,,,,,263.4510715833555
fmnist,iid,clean,ComFedSV,-0.016717671767176718,-0.005429058313920894,-0.012659932659932668,,,,11.929768629993001
fmnist,iid,clean,FedIF,0.3413421342134213,0.20623649961208582,0.23313131313131316,,,,1.870389313980316
fmnist,iid,clean,FedSV,0.5078027802780277,0.5081289143022406,0.36000000000000004,,,,88.33087545334517
fmnist,iid,clean,Flirds,0.9978077807780777,0.9982216486521361,0.970774410774411,,,,3.336774978262838
fmnist,iid,clean,Flirds1st,0.8973337333733372,0.9261635117449066,0.7309090909090911,,,,1.2143397244120326
fmnist,iid,clean,GTG,0.7771337133713371,0.8716839503905308,0.6014814814814816,,,,358.0444955457545
fmnist,iid,clean,ShapleyFL,0.09088908890889087,0.025066279026824095,0.06316498316498319,,,,440.73599485333153
fmnist,iid,clean,loss-heur,0.9344654465446544,0.9574131084247558,0.7903030303030304,,,,2.0867607309288965
fmnist,iid,free_rider,(b)oracle,,,,0.9499999999999998,,,257.9794621384547
fmnist,iid,free_rider,ComFedSV,-0.21879041693790144,-0.1776010155097877,-0.1577417222601669,0.3333333333333333,,,11.640141463605687
fmnist,iid,free_rider,FedIF,0.6924393765828638,0.519226095459533,0.48657818699043104,0.9702777777777779,,,1.8432413339614868
fmnist,iid,free_rider,FedSV,-0.06889867931806802,0.22896275220378826,-0.033896128225207954,0.2222222222222222,,,86.53425710535764
fmnist,iid,free_rider,Flirds,0.9997093830801118,0.9994290235027398,0.9924860111910472,0.9499999999999998,,,3.166518086528716
fmnist,iid,free_rider,Flirds1st,0.9552706370066456,0.9716926376790752,0.8765787370103917,1.0,,,1.184811725708035
fmnist,iid,free_rider,GTG,0.5888081217218701,0.8256360761342774,0.45224184930775285,0.6466666666666666,,,295.450613462599
fmnist,iid,free_rider,ShapleyFL,-0.6348804696965189,-0.43322226937284786,-0.4484267006763441,0.0009722222222222243,,,430.6749323308468
fmnist,iid,free_rider,loss-heur,0.9790157488727909,0.9891445098416565,0.9250199840127897,0.9722222222222222,,,2.034061715744125
fmnist,iid,frrand,(b)oracle,,,,0.9505555555555555,,,263.88342175167054
fmnist,iid,frrand,ComFedSV,-0.20918091809180916,-0.17261862586684285,-0.14329966329966334,0.33847222222222223,,,11.794983161923787
fmnist,iid,frrand,FedIF,0.6546014601460145,0.5205608266580048,0.43340067340067345,0.96875,,,1.9162660099876423
fmnist,iid,frrand,FedSV,-0.06386238623862385,0.22818026950248674,-0.0325925925925926,0.22430555555555554,,,88.80094303602043
fmnist,iid,frrand,Flirds,0.9993679367936793,0.9994244457802927,0.9862626262626265,0.9504166666666666,,,3.1998992150183767
fmnist,iid,frrand,Flirds1st,0.9496909690969096,0.9720440799555137,0.8482154882154883,1.0,,,1.2230056043093402
fmnist,iid,frrand,GTG,0.5659165916591659,0.8240411826875979,0.4125252525252526,0.6475,,,302.87677793973126
fmnist,iid,frrand,ShapleyFL,-0.6049084908490848,-0.4362307531776317,-0.402962962962963,0.005000000000000014,,,442.6109420078962
fmnist,iid,frrand,loss-heur,0.9717251725172517,0.9892182757484852,0.8882154882154882,0.9722222222222222,,,2.085119863972068
fmnist,iid,grad_noise,(b)oracle,,,,1.0,,,266.2763207115543
fmnist,iid,grad_noise,ComFedSV,0.34497049704970495,0.3799408000943522,0.23757575757575763,0.7097222222222223,,,11.82133857665273
fmnist,iid,grad_noise,FedIF,0.7856505650565055,0.9110129115777102,0.5597306397306397,1.0,,,1.8289001329491537
fmnist,iid,grad_noise,FedSV,0.8945694569456945,0.9342257964865595,0.7096296296296297,1.0,,,88.6147161941044
fmnist,iid,grad_noise,Flirds,0.9723972397239723,0.9789538977252653,0.8645117845117847,1.0,,,3.1724675740115345
fmnist,iid,grad_noise,Flirds1st,0.35758775877587756,0.18511856432937115,0.3167676767676768,0.5227777777777778,,,1.203181387623772
fmnist,iid,grad_noise,GTG,0.9105390539053905,0.9373551935179432,0.7367003367003369,1.0,,,276.99416517373174
fmnist,iid,grad_noise,ShapleyFL,0.7432703270327031,0.8895085758090827,0.5136700336700337,1.0,,,440.5440998616007
fmnist,iid,grad_noise,loss-heur,0.9657805780578057,0.9598847583221074,0.847811447811448,0.9943055555555556,,,2.0795739827056727
fmnist,iid,label_flip@'0.15',(b)oracle,,,,1.0,0.8582446230028519,,263.8633673703492
fmnist,iid,label_flip@'0.15',ComFedSV,0.25722572257225723,0.2692928567348514,0.17306397306397306,0.6654363882177042,0.28284631890690964,,11.779280488961376
fmnist,iid,label_flip@'0.15',FedIF,0.8352715271527152,0.9094876154753866,0.6235690235690237,1.0,0.8582446230028519,,1.819953732988021
fmnist,iid,label_flip@'0.15',FedSV,0.9145754575457544,0.94425514406729,0.7457239057239059,1.0,0.8582446230028519,,88.75509352597874
fmnist,iid,label_flip@'0.15',Flirds,0.999051905190519,0.998347527237418,0.9811447811447813,0.9991910778269334,0.8568512602740049,,3.222983979678247
fmnist,iid,label_flip@'0.15',Flirds1st,0.9862026202620261,0.9893245472541053,0.9078787878787881,0.9993191291859325,0.8570777088609188,,1.2035926636114407
fmnist,iid,label_flip@'0.15',GTG,0.9574357435743573,0.9569527267091261,0.8296296296296298,0.9989297475184168,0.8563939069036586,,269.5144062053684
fmnist,iid,label_flip@'0.15',ShapleyFL,0.7666846684668466,0.8540241594841612,0.532929292929293,1.0,0.8582446230028519,,443.13153300766135
fmnist,iid,label_flip@'0.15',loss-heur,0.9907590759075907,0.9941846038918568,0.926868686868687,1.0,0.8582446230028519,,2.085510293332239
fmnist,iid,label_flip@'0.35',(b)oracle,,,,1.0,0.8582446230028519,,259.77251312704175
fmnist,iid,label_flip@'0.35',ComFedSV,0.4491809180918091,0.48525412887043523,0.3116498316498317,0.7778162587500795,0.4757695787674896,,11.72016978697502
fmnist,iid,label_flip@'0.35',FedIF,0.8642944294429441,0.9630930323071941,0.6635690235690237,1.0,0.8582446230028519,,1.9168294963310473
fmnist,iid,label_flip@'0.35',FedSV,0.9469306930693069,0.9838220075497649,0.8087542087542089,1.0,0.8582446230028519,,86.98059972500778
fmnist,iid,label_flip@'0.35',Flirds,0.9960156015601559,0.9992743900852336,0.956902356902357,1.0,0.8582446230028519,,3.151849675360912
fmnist,iid,label_flip@'0.35',Flirds1st,0.9876427642764276,0.9940402026700278,0.9129966329966331,1.0,0.8582446230028519,,1.1890045067023796
fmnist,iid,label_flip@'0.35',GTG,0.9518231823182317,0.974886693338162,0.8074074074074075,1.0,0.8582446230028519,,199.75109118968248
fmnist,iid,label_flip@'0.35',ShapleyFL,0.7560276027602759,0.9429557186811071,0.5185185185185186,1.0,0.8582446230028519,,432.871349407001
fmnist,iid,label_flip@'0.35',loss-heur,0.9898549854985497,0.9960990906091497,0.9214814814814817,1.0,0.8582446230028519,,2.0586512239921526
fmnist,iid,label_flip@'0.70',(b)oracle,,,,1.0,0.8582446230028519,,265.3730639833569
fmnist,iid,label_flip@'0.70',ComFedSV,0.6178257825782577,0.6617924624582179,0.4277441077441078,0.8885790434115429,0.6661408324032624,,11.834918499400374
fmnist,iid,label_flip@'0.70',FedIF,0.8569136913691368,0.9629362155338602,0.6537373737373738,1.0,0.8582446230028519,,1.8987834805933137
fmnist,iid,label_flip@'0.70',FedSV,0.9657885788578856,0.991525762214509,0.8490235690235691,1.0,0.8582446230028519,,89.3017068793027
fmnist,iid,label_flip@'0.70',Flirds,0.9906150615061504,0.9979017196502232,0.9282154882154883,1.0,0.8582446230028519,,3.2943183489648313
fmnist,iid,label_flip@'0.70',Flirds1st,0.9885348534853483,0.9945616730537653,0.9131313131313133,1.0,0.8582446230028519,,1.211961831296018
fmnist,iid,label_flip@'0.70',GTG,0.9546874687468746,0.9814093977016157,0.818855218855219,1.0,0.8582446230028519,,159.73029060896565
fmnist,iid,label_flip@'0.70',ShapleyFL,0.7682448244824481,0.9540970446035523,0.5299663299663301,1.0,0.8582446230028519,,444.22549195129733
fmnist,iid,label_flip@'0.70',loss-heur,0.9898389838983896,0.9959132661487488,0.9175757575757576,1.0,0.8582446230028519,,2.1014810359920375
fmnist,iid,label_flip_strmain,(b)oracle,,,,1.0,0.890460097247515,0.8057029390984654,263.0771993547678
fmnist,iid,label_flip_strmain,ComFedSV,0.6297749774977497,0.6794207427036291,0.4467340067340068,0.8771030267953002,0.6822645916398166,0.47244722417912105,11.768497964600101
fmnist,iid,label_flip_strmain,FedIF,0.9223322332233224,0.9489177935324585,0.7579797979797981,1.0,0.9016133309278863,0.9191687635440983,1.8515350244318445
fmnist,iid,label_flip_strmain,FedSV,0.9669886988698869,0.9885188548814495,0.8637037037037038,1.0,0.8942628549746273,0.8409767245012736,87.75345363801655
fmnist,iid,label_flip_strmain,Flirds,0.9912511251125111,0.9980708986326277,0.9357575757575759,1.0,0.8894965827375204,0.7963865389755509,3.135064543923363
fmnist,iid,label_flip_strmain,Flirds1st,0.9913591359135911,0.9926245307410327,0.928888888888889,1.0,0.8884272269499499,0.7761623628354517,1.1965525549991678
fmnist,iid,label_flip_strmain,GTG,0.9663326332633262,0.9800697360498414,0.852794612794613,1.0,0.8933392057622992,0.8380558967230317,166.28241511434317
fmnist,iid,label_flip_strmain,ShapleyFL,0.8261588319820149,0.9419289020675032,0.6276959010462994,1.0,0.8931894406300428,0.827983769774631,437.9066006540476
fmnist,iid,label_flip_strmain,loss-heur,0.992079207920792,0.9950503849717705,0.9321212121212122,1.0,0.8910919514038437,0.8036084470154149,2.068604054317499
