dataset,scenario,seed,method,spearman_b,pearson_b,spearman_a,pearson_a,stage,partition,threat,flip_rate,cell,n_corrupt,kendall_b,cos_b,euc_b,maxdiff_b,auroc,spearman_vs_rate,spearman_vs_rate_corrupt,runtime_s
cifar10,free_rider,0,Flirds,0.9877171613564971,0.997038346198478,,,c2fid,dir1,free_rider,,cifar10_dir1_free-rider_fid_seed0,40,0.9592326139088728,0.003359893076789633,0.0446354080584743,0.017746234242537184,0.6833333333333333,,,11.011310170055367
cifar10,free_rider,0,Flirds1st,0.5091095583050195,0.47821771449331824,,,c2fid,dir1,free_rider,,cifar10_dir1_free-rider_fid_seed0,40,0.3961630695443645,0.5031237069295265,0.8921724187932434,0.31493425152658455,0.9833333333333333,,,4.111401466070674
cifar10,free_rider,0,GTG,0.0467153141052351,0.251402446787838,,,c2fid,dir1,free_rider,,cifar10_dir1_free-rider_fid_seed0,40,0.016287749926398625,0.7422060250162241,0.6495324125045503,0.14433856490216251,0.013333333333333353,,,1058.8937125420198
cifar10,free_rider,0,FedSV,0.036797923338603274,0.25054718441855456,,,c2fid,dir1,free_rider,,cifar10_dir1_free-rider_fid_seed0,40,0.006603141862053496,0.7515779021372844,5.246140408303723,1.3228241222245352,0.004583333333333339,,,288.9644686860265
cifar10,free_rider,0,ComFedSV,-0.08355045091763436,0.06263186273969538,,,c2fid,dir1,free_rider,,cifar10_dir1_free-rider_fid_seed0,40,-0.06250974296077311,0.974876582206278,7.008312751602004,2.0236071416050483,0.22041666666666665,,,22.855813578004017
cifar10,free_rider,0,ShapleyFL,0.003597496756445635,0.16076385447619312,,,c2fid,dir1,free_rider,,cifar10_dir1_free-rider_fid_seed0,40,-0.023361798523122427,0.7287693784506002,7.26661023001511,0.9999999999651321,0.0,,,1451.9593239979586
cifar10,free_rider,0,FedIF,0.5758536980104432,0.5559332520181799,,,c2fid,dir1,free_rider,,cifar10_dir1_free-rider_fid_seed0,40,0.4283238021185368,0.5464928639213035,4.214565426177024,0.8045263677148472,0.9475,,,5.376231424044818
cifar10,free_rider,0,loss-heur,0.8587986409385215,0.9383889907103217,,,c2fid,dir1,free_rider,,cifar10_dir1_free-rider_fid_seed0,40,0.7376498800959232,0.07521296092905216,0.22212099759092013,0.07112515942444878,0.8166666666666667,,,9.039647135999985
cifar10,free_rider,1,(b)oracle,,,,,c2fid,dir1,free_rider,,cifar10_dir1_free-rider_fid_seed1,40,,,,,0.6833333333333333,,,826.3702240441926
cifar10,free_rider,1,Flirds,0.9883069427527404,0.9974174118882527,,,c2fid,dir1,free_rider,,cifar10_dir1_free-rider_fid_seed1,40,0.9606714628297361,0.0029295652391606586,0.04512355373563004,0.027428312596532334,0.7,,,10.204435738967732
cifar10,free_rider,1,Flirds1st,0.5479582024488748,0.3912530991597018,,,c2fid,dir1,free_rider,,cifar10_dir1_free-rider_fid_seed1,40,0.43405275779376495,0.5881126004391526,0.9895125763708412,0.5319508768073639,0.95,,,4.171166979940608
cifar10,free_rider,1,GTG,0.058530592035462514,0.5119741275827467,,,c2fid,dir1,free_rider,,cifar10_dir1_free-rider_fid_seed1,40,0.029934243107975853,0.4857380585411233,0.6618333294328196,0.17210355103169922,0.037916666666666696,,,1080.1801206059754
cifar10,free_rider,1,FedSV,0.027693026749850597,0.5399296619399749,,,c2fid,dir1,free_rider,,cifar10_dir1_free-rider_fid_seed1,40,0.0,0.466133451936398,6.128807100246255,3.5138433527378807,0.012916666666666672,,,294.07704009488225
cifar10,free_rider,1,ComFedSV,0.10084231174150524,0.20669578297119923,,,c2fid,dir1,free_rider,,cifar10_dir1_free-rider_fid_seed1,40,0.06294995241824335,0.7862467036960072,5.344211958427261,1.4522336814341323,0.25375000000000003,,,23.739659402985126
cifar10,free_rider,1,ShapleyFL,-0.10162653891924228,0.13740819727357959,,,c2fid,dir1,free_rider,,cifar10_dir1_free-rider_fid_seed1,40,-0.08172492140580784,0.7773084756227562,7.358926856553376,0.9999999981685175,0.0,,,1470.0232360740192
cifar10,free_rider,1,FedIF,0.5307509677697011,0.36193842921249963,,,c2fid,dir1,free_rider,,cifar10_dir1_free-rider_fid_seed1,40,0.383422437456573,0.661969513352476,4.233898924677265,0.8943539448331933,0.955,,,5.461939010070637
