campaign,category,cell,threat,alpha,scale,ref,method,kind,n_seeds,spearman_mean,spearman_min,spearman_max,pearson_mean,auroc_mean,runtime_median
June,03_device100_poison,1B_device100-a0.5_poison,poison,0.5,1B,Flirds(proxy),FedDQC,det,3,,,,,1.0,452.10009755403735
June,03_device100_poison,1B_device100-a0.5_poison,poison,0.5,1B,Flirds(proxy),FedIF,val,3,0.43900298681622774,0.3423342334233423,0.5086441239650351,0.02850432041225355,0.4579124579124579,113.7753835991025
June,03_device100_poison,1B_device100-a0.5_poison,poison,0.5,1B,Flirds(proxy),Flirds,val,3,,,,,1.0,321.13289380585775
June,03_device100_poison,1B_device100-a0.5_poison,poison,0.5,1B,Flirds(proxy),Flirds1st,val,3,0.9795499549954995,0.9404860486048604,0.999171917191719,0.43375386079706946,0.67003367003367,110.65946971182711
June,03_device100_poison,1B_device100-a0.5_poison,poison,0.5,1B,Flirds(proxy),STD-DAGMM,det,3,,,,,0.9831649831649831,655.3741285197902
June,03_device100_poison,1B_device100-a0.5_poison,poison,0.5,1B,Flirds(proxy),loss-heur,val,3,0.9991309124776834,0.9986918691869185,0.9993849366529727,0.9973170742601343,1.0,974.6096723759547
June,04_device100_anchor,1B_device100-a0.5_frrand_anchor,freerider_random,0.5,1B,(b)perround,(b)oracle,val,3,,,,,1.0,25596.10094037489
June,04_device100_anchor,1B_device100-a0.5_frrand_anchor,freerider_random,0.5,1B,(b)perround,ComFedSV,val,3,-0.050752352273552175,-0.24239012479652738,0.13160607704829083,-0.06632587982426687,0.3828114537791958,359.27285955194384
June,04_device100_anchor,1B_device100-a0.5_frrand_anchor,freerider_random,0.5,1B,(b)perround,FLDetector,det,3,,,,,0.6168143684272717,225.403466419084
June,04_device100_anchor,1B_device100-a0.5_frrand_anchor,freerider_random,0.5,1B,(b)perround,FLTrust,det,3,,,,,1.0,55.5413390500471
June,04_device100_anchor,1B_device100-a0.5_frrand_anchor,freerider_random,0.5,1B,(b)perround,FedDQC,det,3,,,,,0.5733821733821735,446.47170606115833
June,04_device100_anchor,1B_device100-a0.5_frrand_anchor,freerider_random,0.5,1B,(b)perround,FedIF,val,3,0.8269315247601402,0.7993325582004316,0.853256399907686,0.8152525803057191,0.9807278742762614,56.458629958797246
June,04_device100_anchor,1B_device100-a0.5_frrand_anchor,freerider_random,0.5,1B,(b)perround,FedSV,val,3,0.7952871395027041,0.7692892023874118,0.8183220804723014,0.866224281791447,1.0,5049.005183918169
June,04_device100_anchor,1B_device100-a0.5_frrand_anchor,freerider_random,0.5,1B,(b)perround,Flirds,val,3,0.9999157167923154,0.999877916440586,0.9999457406402604,0.99999987396678,1.0,160.66998733300716
June,04_device100_anchor,1B_device100-a0.5_frrand_anchor,freerider_random,0.5,1B,(b)perround,Flirds1st,val,3,0.9998981728208144,0.999864351600651,0.9999321758003256,0.9999969232083007,1.0,55.29528907802887
June,04_device100_anchor,1B_device100-a0.5_frrand_anchor,freerider_random,0.5,1B,(b)perround,GTG,val,3,0.8167632843433168,0.7890803038524146,0.8432632659436782,0.8937973482873508,1.0,16476.230310520856
June,04_device100_anchor,1B_device100-a0.5_frrand_anchor,freerider_random,0.5,1B,(b)perround,STD-DAGMM,det,3,,,,,0.5877112135176651,306.6671576569788
June,04_device100_anchor,1B_device100-a0.5_frrand_anchor,freerider_random,0.5,1B,(b)perround,ShapleyFL,val,3,0.6852260734032075,0.6439830709240945,0.7618455585117437,0.6844573015957147,0.9761786600496278,25521.33009058796
June,04_device100_anchor,1B_device100-a0.5_frrand_anchor,freerider_random,0.5,1B,(b)perround,loss-heur,val,3,0.9999305017850766,0.9998661124348883,0.9999660876931553,0.9999947691017989,1.0,480.33261736202985
June,04_device100_anchor,1B_device100-a0.5_frzero_anchor,freerider_zero,0.5,1B,(b)perround,(b)oracle,val,3,,,,,1.0,25613.1331682459
June,04_device100_anchor,1B_device100-a0.5_frzero_anchor,freerider_zero,0.5,1B,(b)perround,ComFedSV,val,3,-0.05069353228379717,-0.2271722178460564,0.12161703887435181,-0.06966879664154572,0.3667257473709087,359.0051855270285
June,04_device100_anchor,1B_device100-a0.5_frzero_anchor,freerider_zero,0.5,1B,(b)perround,FLDetector,det,3,,,,,0.540135491748395,217.33956611016765
June,04_device100_anchor,1B_device100-a0.5_frzero_anchor,freerider_zero,0.5,1B,(b)perround,FLTrust,det,3,,,,,1.0,55.62967731920071
June,04_device100_anchor,1B_device100-a0.5_frzero_anchor,freerider_zero,0.5,1B,(b)perround,FedDQC,det,3,,,,,0.5733821733821735,448.4083215619903
June,04_device100_anchor,1B_device100-a0.5_frzero_anchor,freerider_zero,0.5,1B,(b)perround,FedIF,val,3,0.8244311522388165,0.8078154755501095,0.8478531275716524,0.8083826308068778,0.9872582614518098,55.27666077297181
June,04_device100_anchor,1B_device100-a0.5_frzero_anchor,freerider_zero,0.5,1B,(b)perround,FedSV,val,3,0.8142482393998435,0.7894187089990274,0.8306033592715772,0.8612156468516918,1.0,5060.666295273928
June,04_device100_anchor,1B_device100-a0.5_frzero_anchor,freerider_zero,0.5,1B,(b)perround,Flirds,val,3,0.9999957490855221,0.9999872472565661,1.0,0.9999999029023064,1.0,161.08434410206974
June,04_device100_anchor,1B_device100-a0.5_frzero_anchor,freerider_zero,0.5,1B,(b)perround,Flirds1st,val,3,0.9999505268180776,0.9999185999185999,0.9999872472565661,0.9999963499543331,1.0,54.91704296786338
June,04_device100_anchor,1B_device100-a0.5_frzero_anchor,freerider_zero,0.5,1B,(b)perround,GTG,val,3,0.8426645553934718,0.8069321052273363,0.8696880257924051,0.8947742752999669,1.0,15597.758686379064
June,04_device100_anchor,1B_device100-a0.5_frzero_anchor,freerider_zero,0.5,1B,(b)perround,STD-DAGMM,det,3,,,,,0.963448737642286,284.44467874406837
June,04_device100_anchor,1B_device100-a0.5_frzero_anchor,freerider_zero,0.5,1B,(b)perround,ShapleyFL,val,3,0.680955959503366,0.6448965194594136,0.750440823917691,0.675611053272173,0.9798022765764701,25565.163280624198
June,04_device100_anchor,1B_device100-a0.5_frzero_anchor,freerider_zero,0.5,1B,(b)perround,loss-heur,val,3,0.9999348344703355,0.9999050332383667,0.9999808707832029,0.9999944106037537,1.0,481.04381842399016
June,04_device100_anchor,1B_device100-a0.5_noisy_anchor,noisy,0.5,1B,(b)perround,(b)oracle,val,3,,,,,0.6039544684705974,25578.61499566678
June,04_device100_anchor,1B_device100-a0.5_noisy_anchor,noisy,0.5,1B,(b)perround,ComFedSV,val,3,-0.02257948839609175,-0.18414270211611503,0.1263564839934889,-0.0444044582453802,0.3711213517665131,359.5433996641077
June,04_device100_anchor,1B_device100-a0.5_noisy_anchor,noisy,0.5,1B,(b)perround,FLDetector,det,3,,,,,0.5393398715979361,219.4654605849646
June,04_device100_anchor,1B_device100-a0.5_noisy_anchor,noisy,0.5,1B,(b)perround,FLTrust,det,3,,,,,0.8544330221749578,55.26877474994399
June,04_device100_anchor,1B_device100-a0.5_noisy_anchor,noisy,0.5,1B,(b)perround,FedDQC,det,3,,,,,1.0,446.33183497795835
June,04_device100_anchor,1B_device100-a0.5_noisy_anchor,noisy,0.5,1B,(b)perround,FedIF,val,3,0.7214309676848999,0.6864585356466628,0.7506997637024068,0.7347643918944299,0.830127220449801,54.86080660810694
June,04_device100_anchor,1B_device100-a0.5_noisy_anchor,noisy,0.5,1B,(b)perround,FedSV,val,3,0.7517214959118688,0.7250271296798697,0.7713374932175799,0.8536830831666705,0.7084170309976762,5053.307806985918
June,04_device100_anchor,1B_device100-a0.5_noisy_anchor,noisy,0.5,1B,(b)perround,Flirds,val,3,0.9999909567733768,0.9999728703201302,1.0,0.999999901443443,0.6039544684705974,160.3535833528731
June,04_device100_anchor,1B_device100-a0.5_noisy_anchor,noisy,0.5,1B,(b)perround,Flirds1st,val,3,0.9999111951790037,0.9998507867607163,0.9999593054801953,0.9999952173507566,0.6046713143487337,54.983385796891525
June,04_device100_anchor,1B_device100-a0.5_noisy_anchor,noisy,0.5,1B,(b)perround,GTG,val,3,0.7838703119650332,0.7639989148128051,0.8125713265624899,0.8915079568418222,0.73353026901414,17946.852047132095
June,04_device100_anchor,1B_device100-a0.5_noisy_anchor,noisy,0.5,1B,(b)perround,STD-DAGMM,det,3,,,,,0.6711016581984324,309.03092072415166
June,04_device100_anchor,1B_device100-a0.5_noisy_anchor,noisy,0.5,1B,(b)perround,ShapleyFL,val,3,0.5819619284885387,0.48414577083620025,0.6673617398764593,0.6053062013693568,0.7620386781677104,25544.97529012803
June,04_device100_anchor,1B_device100-a0.5_noisy_anchor,noisy,0.5,1B,(b)perround,loss-heur,val,3,0.9999058139949701,0.9998745240058013,0.9999321758003256,0.9999940190791525,0.6046713143487337,479.0168053379748
June,05_scale_3b,3B_silo5_frrand,freerider_random,,3B,(b)oracle,(b)oracle,val,1,,,,,1.0,1236.745488292072
June,05_scale_3b,3B_silo5_frrand,freerider_random,,3B,(b)oracle,FLDetector,det,1,,,,,1.0,365.69910921994597
June,05_scale_3b,3B_silo5_frrand,freerider_random,,3B,(b)oracle,FLTrust,det,1,,,,,1.0,83.72058120905422
June,05_scale_3b,3B_silo5_frrand,freerider_random,,3B,(b)oracle,FedDQC,det,1,,,,,0.75,49.632729151053354
June,05_scale_3b,3B_silo5_frrand,freerider_random,,3B,(b)oracle,FedIF,val,1,0.6,0.6,0.6,0.8940500255604358,1.0,83.00802522106096
June,05_scale_3b,3B_silo5_frrand,freerider_random,,3B,(b)oracle,Flirds,val,1,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.999999948619312,1.0,250.43192288908176
June,05_scale_3b,3B_silo5_frrand,freerider_random,,3B,(b)oracle,Flirds1st,val,1,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999985594244901,1.0,82.01047292700969
June,05_scale_3b,3B_silo5_frrand,freerider_random,,3B,(b)oracle,STD-DAGMM,det,1,,,,,1.0,744.7845999139827
June,05_scale_3b,3B_silo5_frrand,freerider_random,,3B,(b)oracle,loss-heur,val,1,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999980217459341,1.0,384.8910435840953
June,05_scale_3b,3B_silo5_frzero,freerider_zero,,3B,(b)oracle,(b)oracle,val,1,,,,,1.0,1245.8226473541
June,05_scale_3b,3B_silo5_frzero,freerider_zero,,3B,(b)oracle,FLDetector,det,1,,,,,1.0,132.61248829495162
June,05_scale_3b,3B_silo5_frzero,freerider_zero,,3B,(b)oracle,FLTrust,det,1,,,,,1.0,83.42068984080106
June,05_scale_3b,3B_silo5_frzero,freerider_zero,,3B,(b)oracle,FedDQC,det,1,,,,,0.75,48.93289924389683
June,05_scale_3b,3B_silo5_frzero,freerider_zero,,3B,(b)oracle,FedIF,val,1,0.6,0.6,0.6,0.8968559189388002,1.0,82.14854688500054
June,05_scale_3b,3B_silo5_frzero,freerider_zero,,3B,(b)oracle,Flirds,val,1,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999892893132,1.0,250.33601271989755
June,05_scale_3b,3B_silo5_frzero,freerider_zero,,3B,(b)oracle,Flirds1st,val,1,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999980774436921,1.0,81.5214181970805
June,05_scale_3b,3B_silo5_frzero,freerider_zero,,3B,(b)oracle,STD-DAGMM,det,1,,,,,0.0,205.77015522494912
June,05_scale_3b,3B_silo5_frzero,freerider_zero,,3B,(b)oracle,loss-heur,val,1,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999982993862561,1.0,383.2192419578787
June,05_scale_3b,3B_silo5_noisy,noisy,,3B,(b)oracle,(b)oracle,val,1,,,,,1.0,1243.8080054749735
June,05_scale_3b,3B_silo5_noisy,noisy,,3B,(b)oracle,FLDetector,det,1,,,,,1.0,382.1193515439518
June,05_scale_3b,3B_silo5_noisy,noisy,,3B,(b)oracle,FLTrust,det,1,,,,,1.0,86.73119876300916
June,05_scale_3b,3B_silo5_noisy,noisy,,3B,(b)oracle,FedDQC,det,1,,,,,1.0,49.406347018200904
June,05_scale_3b,3B_silo5_noisy,noisy,,3B,(b)oracle,FedIF,val,1,0.6,0.6,0.6,0.8237865885423944,1.0,82.3597171260044
June,05_scale_3b,3B_silo5_noisy,noisy,,3B,(b)oracle,Flirds,val,1,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999998715715037,1.0,250.85777077195235
June,05_scale_3b,3B_silo5_noisy,noisy,,3B,(b)oracle,Flirds1st,val,1,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999979679003063,1.0,82.10594386514276
June,05_scale_3b,3B_silo5_noisy,noisy,,3B,(b)oracle,STD-DAGMM,det,1,,,,,0.25,683.1142283480149
June,05_scale_3b,3B_silo5_noisy,noisy,,3B,(b)oracle,loss-heur,val,1,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999971987246176,1.0,384.3079351200722
June,05_scale_3b,3B_silo5_poison,poison,,3B,(b)oracle,(b)oracle,val,1,,,,,1.0,1370.7726854288485
June,05_scale_3b,3B_silo5_poison,poison,,3B,(b)oracle,FLDetector,det,1,,,,,1.0,145.8129181188997
June,05_scale_3b,3B_silo5_poison,poison,,3B,(b)oracle,FLTrust,det,1,,,,,1.0,91.42961268196814
June,05_scale_3b,3B_silo5_poison,poison,,3B,(b)oracle,FedDQC,det,1,,,,,1.0,46.08075983100571
June,05_scale_3b,3B_silo5_poison,poison,,3B,(b)oracle,FedIF,val,1,0.6,0.6,0.6,0.9127103931894655,1.0,91.57734910515137
June,05_scale_3b,3B_silo5_poison,poison,,3B,(b)oracle,Flirds,val,1,0.0,0.0,0.0,-0.8932017439195956,0.0,276.61319599091075
June,05_scale_3b,3B_silo5_poison,poison,,3B,(b)oracle,Flirds1st,val,1,0.0,0.0,0.0,-0.9340039367335184,0.0,90.812044729013
June,05_scale_3b,3B_silo5_poison,poison,,3B,(b)oracle,STD-DAGMM,det,1,,,,,0.75,217.20076596480794
June,05_scale_3b,3B_silo5_poison,poison,,3B,(b)oracle,loss-heur,val,1,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9994977679972814,1.0,422.65566203999333
