r,S,size,n_S,u_true,u_t1,u_t2,resid1,resid2,norm_dS,c_S,u_renorm
0,0,1,200,-0.00018167495727539062,-0.00018203441868536174,-0.00018168893743109038,3.5946140997111797e-07,1.3980155699755414e-08,0.0013146684094933023,5.0,-0.0009007453918457031
0,1,1,200,-0.0002722740173339844,-0.00027322323876433074,-0.00027254687506683695,9.492214303463697e-07,2.7285773285257164e-07,0.0013480112667981498,5.0,-0.001348257064819336
0,2,1,200,-0.0002884864807128906,-0.0002894508361350745,-0.000288930716806135,9.643554221838713e-07,4.4423609324439894e-07,0.0010408335582062418,5.0,-0.0014328956604003906
0,3,1,200,-0.0004992485046386719,-0.0005021682009100914,-0.000499110597274921,2.919696271419525e-06,1.3790736375085544e-07,0.0017429126092864834,5.0,-0.002434253692626953
0,4,1,200,-0.00018596649169921875,-0.00018604355864226818,-0.0001856974956524482,7.706694304943085e-08,2.689960467705532e-07,0.0010178214521656746,5.0,-0.0009210109710693359
0,0+1,2,400,-0.00045371055603027344,-0.0004552576574496925,-0.00045420086849112806,1.5471014194190502e-06,4.90312460854625e-07,0.0019665702822639413,2.5,-0.0011310577392578125
0,0+2,2,400,-0.0004699230194091797,-0.00047148525482043624,-0.0004703228782005908,1.5622354112565517e-06,3.99858791411134e-07,0.0019126577546152805,2.5,-0.0011706352233886719
0,0+3,2,400,-0.0006804466247558594,-0.0006842026195954531,-0.0006806919586281879,3.755994839593768e-06,2.4533387232850146e-07,0.0022528051055471367,2.5,-0.001687765121459961
0,0+4,2,400,-0.0003669261932373047,-0.0003680779773276299,-0.00036722400714950254,1.1517840903252363e-06,2.978139121978529e-07,0.0018529051716493822,2.5,-0.0009143352508544922
0,1+2,2,400,-0.0005600452423095703,-0.0005626740748994052,-0.0005604640823548834,2.6288325898349285e-06,4.18840045313118e-07,0.0020842300455846258,2.5,-0.0013921260833740234
0,1+3,2,400,-0.0007708072662353516,-0.0007753914396744221,-0.0007713247287739478,4.584173439070582e-06,5.174625385961917e-07,0.0023235163695368294,2.5,-0.0019121170043945312
0,1+4,2,400,-0.0004572868347167969,-0.0004592667974065989,-0.0004574548372318077,1.9799626898020506e-06,1.680025150108122e-07,0.0019855268806398944,2.5,-0.0011358261108398438
0,2+3,2,400,-0.0007872581481933594,-0.0007916190370451659,-0.0007876486552476081,4.360888851806521e-06,3.90507054248701e-07,0.0021713768783746356,2.5,-0.001953601837158203
0,2+4,2,400,-0.0004734992980957031,-0.0004754943947773427,-0.00047393728019073933,1.995096681639552e-06,4.3798209503620456e-07,0.001739290088845659,2.5,-0.0011782646179199219
0,3+4,2,400,-0.0006842613220214844,-0.0006882117595523596,-0.000684544373996232,3.950437530875206e-06,2.830519747476501e-07,0.002118654543030093,2.5,-0.0016970634460449219
0,0+1+2,3,600,-0.0007412433624267578,-0.000744708493584767,-0.00074182129974254,3.4651311580091715e-06,5.77937315782151e-07,0.002690883004901675,1.6666666666666667,-0.001232147216796875
0,0+1+3,3,600,-0.0009524822235107422,-0.0009574258583597839,-0.0009528711461204153,4.9436348490417e-06,3.8892260967315906e-07,0.002785323333515215,1.6666666666666667,-0.0015823841094970703
0,0+1+4,3,600,-0.0006384849548339844,-0.0006413012160919607,-0.0006389464047220628,2.8162612579762936e-06,4.6144988807839127e-07,0.0025809930904846005,1.6666666666666667,-0.0010616779327392578
0,0+2+3,3,600,-0.0009682178497314453,-0.0009736534557305276,-0.0009689332405642404,5.435605999082327e-06,7.153908327950376e-07,0.0027565986634603625,1.6666666666666667,-0.0016088485717773438
0,0+2+4,3,600,-0.0006551742553710938,-0.0006575288134627044,-0.0006551670156511591,2.35455809161067e-06,7.239719934659661e-09,0.0025037969652659886,1.6666666666666667,-0.001088857650756836
0,0+3+4,3,600,-0.0008654594421386719,-0.0008702461782377213,-0.0008659633094154628,4.786736099049449e-06,5.038672767909702e-07,0.002682354859519563,1.6666666666666667,-0.0014379024505615234
0,1+2+3,3,600,-0.001058340072631836,-0.0010648422758094966,-0.0010588492772285463,6.502203177660704e-06,5.092045967103331e-07,0.002918802411169766,1.6666666666666667,-0.0017571449279785156
0,1+2+4,3,600,-0.0007443428039550781,-0.0007487176335416734,-0.0007446811122520103,4.374829586595297e-06,3.383082969321549e-07,0.002715701108374476,1.6666666666666667,-0.0012357234954833984
0,1+3+4,3,600,-0.0009555816650390625,-0.0009614349983166903,-0.0009559689720077813,5.853333277627826e-06,3.8730696871880355e-07,0.002817605923197571,1.6666666666666667,-0.0015864372253417969
0,2+3+4,3,600,-0.0009720325469970703,-0.000977662595687434,-0.0009723914997010752,5.630048690363765e-06,3.589527040048779e-07,0.0026592602854576012,1.6666666666666667,-0.0016140937805175781
0,0+1+2+3,4,800,-0.0012395381927490234,-0.0012468766944948584,-0.0012400989185383793,7.338501745834947e-06,5.607257893558426e-07,0.0034242192440980166,1.25,-0.0015473365783691406
0,0+1+2+4,4,800,-0.0009253025054931641,-0.0009307520522270352,-0.0009258759037056308,5.449546733871102e-06,5.733982124667136e-07,0.0033076899813758347,1.25,-0.0011548995971679688
0,0+1+3+4,4,800,-0.0011365413665771484,-0.001143469417002052,-0.0011373529634202129,6.928050424903631e-06,8.115968430644216e-07,0.0033116679982862825,1.25,-0.0014190673828125
0,0+2+3+4,4,800,-0.0011527538299560547,-0.0011596970143727958,-0.0011535136590836714,6.943184416741133e-06,7.598291276167402e-07,0.003259534928326472,1.25,-0.0014395713806152344
0,1+2+3+4,4,800,-0.0012421607971191406,-0.0012508858344517648,-0.001242802588194536,8.725037332624197e-06,6.417910753953038e-07,0.003459106437096537,1.25,-0.001550436019897461
0,0+1+2+3+4,5,1000,-0.001422882080078125,-0.0014329202531371266,-0.001423889803570333,1.0038173059001565e-05,1.0077234922079015e-06,0.003979978806360681,1.0,-0.0014233589172363281
1,0,1,200,-0.00017786026000976562,-0.00017841701628640294,-0.00017811738123896248,5.567562766373158e-07,2.57121229196855e-07,0.0013092666345808658,5.0,-0.0008835792541503906
1,1,1,200,-0.00026679039001464844,-0.0002674557326827198,-0.00026687150301540896,6.653426680713892e-07,8.11130007605243e-08,0.0013402478979154732,5.0,-0.001321554183959961
1,2,1,200,-0.0002818107604980469,-0.0002824262192007154,-0.00028199611662671487,6.154587026685476e-07,1.8535612866799056e-07,0.0010301056191901064,5.0,-0.0014004707336425781
1,3,1,200,-0.0004916191101074219,-0.0004945502732880414,-0.0004917326868962846,2.9311631806194782e-06,1.135767888627015e-07,0.00174043041367753,5.0,-0.0024023056030273438
1,4,1,200,-0.0001819133758544922,-0.0001820651814341545,-0.0001817936933434794,1.51805579662323e-07,1.1968251101279748e-07,0.00101413942714904,5.0,-0.0009028911590576172
1,0+1,2,400,-0.0004448890686035156,-0.00044587274896912277,-0.00044508154510225495,9.836803656071424e-07,1.924764987393246e-07,0.001955998577373357,2.5,-0.0011088848114013672
1,0+2,2,400,-0.00045990943908691406,-0.00046084323548711836,-0.0004599449551463408,9.337964002043009e-07,3.551605942675451e-08,0.001898066600043944,2.5,-0.0011458396911621094
1,0+3,2,400,-0.0006697177886962891,-0.0006729672895744443,-0.0006699308838022944,3.2495008781552315e-06,2.1309510600531212e-07,0.002246964682327869,2.5,-0.0016624927520751953
1,0+4,2,400,-0.00035953521728515625,-0.00036048219772055745,-0.00035986745974803114,9.469804354012012e-07,3.322424628748877e-07,0.0018454577083638196,2.5,-0.0008966922760009766
1,1+2,2,400,-0.0005476474761962891,-0.0005498819518834352,-0.0005480348519313338,2.234475687146187e-06,3.873757350447704e-07,0.0020665086824569,2.5,-0.0013623237609863281
1,1+3,2,400,-0.0007584095001220703,-0.0007620060059707612,-0.0007585101350429113,3.5965058486908674e-06,1.006349208410029e-07,0.0023167266562662617,2.5,-0.001882314682006836
1,1+4,2,400,-0.0004477500915527344,-0.00044952091411687434,-0.00044803930663306346,1.7708225641399622e-06,2.8921508032908605e-07,0.001973817580826867,2.5,-0.0011138916015625
1,2+3,2,400,-0.0007731914520263672,-0.0007769764924887568,-0.0007735696213515553,3.7850404623895884e-06,3.7816932518808244e-07,0.002162411088897507,2.5,-0.001920461654663086
1,2+4,2,400,-0.0004630088806152344,-0.00046449140063486993,-0.00046326291999321256,1.4825200196355581e-06,2.54039377978188e-07,0.0017246224590948898,2.5,-0.0011527538299560547
1,3+4,2,400,-0.0006732940673828125,-0.0006766154547221959,-0.0006734909172081416,3.3213873393833637e-06,1.968498253290818e-07,0.0021152693518703336,2.5,-0.0016713142395019531
1,0+1+2,3,600,-0.0007255077362060547,-0.0007282989681698382,-0.0007260763512988433,2.7912319637835026e-06,5.686150927886047e-07,0.0026697348655958597,1.6666666666666667,-0.001207113265991211
1,0+1+3,3,600,-0.0009362697601318359,-0.0009404230222571641,-0.0009368009927968046,4.153262125328183e-06,5.312326649686838e-07,0.00277533088928559,1.6666666666666667,-0.001556396484375
1,0+1+4,3,600,-0.0006256103515625,-0.0006279379304032773,-0.0006262057338854987,2.327578840777278e-06,5.953823229987165e-07,0.002566842048984614,1.6666666666666667,-0.0010409355163574219
1,0+2+3,3,600,-0.0009510517120361328,-0.0009553935087751597,-0.0009515992755382285,4.341796739026904e-06,5.47563502095727e-07,0.0027428332226459894,1.6666666666666667,-0.0015807151794433594
1,0+2+4,3,600,-0.0006403923034667969,-0.0006429084169212729,-0.0006411681436784278,2.516113454475999e-06,7.758402116309071e-07,0.002485742970052294,1.6666666666666667,-0.0010662078857421875
1,0+3+4,3,600,-0.0008513927459716797,-0.0008550324710085988,-0.0008516454992797406,3.639725036919117e-06,2.527533080609601e-07,0.00267528931986272,1.6666666666666667,-0.0014150142669677734
1,1+2+3,3,600,-0.0010390281677246094,-0.0010444322251714766,-0.001039514301787392,5.4040574468672276e-06,4.861340627826394e-07,0.0029029678283618117,1.6666666666666667,-0.0017261505126953125
1,1+2+4,3,600,-0.0007283687591552734,-0.0007319471333175898,-0.0007286757655720066,3.5783741623163223e-06,3.0700641673320206e-07,0.0026934876668018035,1.6666666666666667,-0.0012097358703613281
1,1+3+4,3,600,-0.0009393692016601562,-0.0009440711874049157,-0.0009396424756289434,4.70198574475944e-06,2.732739687871799e-07,0.0028077929843168736,1.6666666666666667,-0.001560211181640625
1,2+3+4,3,600,-0.0009543895721435547,-0.0009590416739229113,-0.0009548009616864306,4.652101779356599e-06,4.1138954287589513e-07,0.0026468876790533436,1.6666666666666667,-0.0015859603881835938
1,0+1+2+3,4,800,-0.001216888427734375,-0.0012228492414578795,-0.0012176366168219488,5.960813723504543e-06,7.481890875737918e-07,0.003404382685416024,1.25,-0.0015194416046142578
1,0+1+2+4,4,800,-0.0009059906005859375,-0.0009103641496039927,-0.0009066736501051054,4.373549018055201e-06,6.830495191678665e-07,0.003282523143003925,1.25,-0.001131296157836914
1,0+1+3+4,4,800,-0.001117706298828125,-0.0011224882036913186,-0.001117889718548426,4.781904863193631e-06,1.834197203010035e-07,0.0032987871776126595,1.25,-0.0013949871063232422
1,0+2+3+4,4,800,-0.0011322498321533203,-0.0011374586902093142,-0.0011327870010386931,5.208858055993915e-06,5.371688853728074e-07,0.0032428664805419644,1.25,-0.001413583755493164
