cell,dataset,partition,threat,seed,method,runtime,auroc,spearman_a,spearman_b,kendall_a,kendall_b,pearson_a,pearson_b,cos_a,cos_b,euc_a,euc_b,maxdiff_a,maxdiff_b,n_neg,n_exact_zero,phi_min,phi_max,n_neg_clean,phi_clean_mean,n_neg_corrupt,n_exact_zero_corrupt,phi_corrupt_mean,phi_gap,phi_gap_norm
cifar10_dir1_grad-noise_seed2,cifar10,dir1,grad_noise,2,ComFedSV,31.006377670913935,0.7083333333333334,0.16363636363636364,0.23636363636363633,0.1111111111111111,0.19999999999999998,0.43365822371185686,0.49442903585300974,0.5663759915589192,0.5060489411052459,70.50074823068385,70.72099432773241,48.60572381957372,48.438569106847524,2,0,-49.097340643405914,24.788833280404408,0,11.466548341843817,2.0,0.0,-16.86942231406768,28.335970655911495,0.3835084312950198
cifar10_dir1_grad-noise_seed2,cifar10,dir1,grad_noise,2,Banzhaf,183.65965110086836,1.0,0.9515151515151514,0.9878787878787878,0.8666666666666666,0.9555555555555554,0.9720663093608658,0.9999629979634421,0.028100228878094602,5.037900246607219e-05,0.9772310230229544,0.025179775995974856,0.5358122178310858,0.012488866700155143,4,0,-0.943550115218386,0.6482472408097237,0,0.475543141985933,4.0,0.0,-0.6395913348533213,1.1151344768392544,0.7005505271234802
cifar10_dir1_grad-noise_seed2,cifar10,dir1,grad_noise,2,ShapleyFL,181.54679099307396,1.0,0.8666666666666665,0.8545454545454544,0.6888888888888888,0.6888888888888888,0.95706630208905,0.964647218824771,0.4187432787684,0.3938124453124551,2.3225306408282322,1.9623939061018087,1.5453621346194832,1.017726810531507,0,0,0.05128087967466402,0.9988873987440495,0,0.9891051299980264,0.0,0.0,0.07844553332446401,0.9106595966735623,0.9610102699250026
cifar10_dir1_grad-noise_seed2,cifar10,dir1,grad_noise,2,FedIF,0.5765513761434704,1.0,0.6848484848484848,0.6484848484848483,0.5555555555555555,0.4666666666666666,0.9227184038120089,0.9288523562835455,0.3924675772696339,0.36911620498614695,2.0975888654874475,1.543131364335957,1.4838177351616104,0.9561824110736341,0,0,0.0044554021121385404,0.816847740670877,0,0.7185295188500126,0.0,0.0,0.006274227385402897,0.7122552914646096,0.8767380705832586
cifar10_dir1_grad-noise_seed2,cifar10,dir1,grad_noise,2,loss-heur,0.8895287769846618,1.0,0.9515151515151514,0.9878787878787878,0.8666666666666666,0.9555555555555554,0.9429824425877967,0.9874095857385422,0.1602120597229395,0.10975126745569908,1.4305931670106242,0.9790094207908944,0.8666063319978261,0.4808267588653259,3,0,-0.717915415763855,1.036462664604187,0,0.7756929397583008,3.0,0.0,-0.34446001052856445,1.1201529502868652,0.6384900511592542
cifar10_dir1_grad-noise_seed2,cifar10,dir1,grad_noise,2,(a)oracle,52926.50125524402,,,,,,,,,,,,,,4,0,-1.4793623330494718,0.8940968921237529,0,0.6732248204387687,4.0,0.0,-0.9455128364320786,1.6187376568708474,0.682016206430808
cifar10_dir1_label-flip_fr0.70_seed2,cifar10,dir1,label_flip,2,(b)oracle,181.08671857207082,1.0,0.8666666666666665,,0.7333333333333333,,0.7764375996402562,,0.20360829648698453,,0.6432070315967665,,0.4371794279514797,,4,0,-0.277895917684313,0.42726762919198924,0,0.3194117820530973,4.0,0.0,-0.24364409987179067,0.563055881924888,0.7984755939513385
cifar10_dir1_label-flip_fr0.70_seed2,cifar10,dir1,label_flip,2,Flirds,1.4472650410607457,1.0,0.8666666666666665,0.9999999999999999,0.7333333333333333,0.9999999999999999,0.7723964457028535,0.9999766886435204,0.206676020822393,0.00020658072416290807,0.6476798862899271,0.019196942103921387,0.44958650954830137,0.01240708159682169,4,0,-0.2654888360874913,0.4301045150338718,0,0.3229075084356399,4.0,0.0,-0.23564979406032144,0.5585573024959614,0.8029940217161556
cifar10_dir1_label-flip_fr0.70_seed2,cifar10,dir1,label_flip,2,Flirds1st,0.47032198100350797,1.0,0.7696969696969697,0.9515151515151514,0.6,0.8666666666666666,0.7540838120497757,0.999324748368226,0.22321090162210455,0.0007875791817791855,0.6624492013150903,0.08311355157820406,0.4884891893119425,0.051309761360462836,4,0,-0.2402133440673351,0.3961758927476406,0,0.2980248357023299,4.0,0.0,-0.21784629115914925,0.5158711268614792,0.81062201718453
cifar10_dir1_label-flip_fr0.70_seed2,cifar10,dir1,label_flip,2,GTG,102.65914898295887,1.0,0.9515151515151514,0.9393939393939393,0.8666666666666666,0.8666666666666666,0.7556686435308178,0.8734990629474072,0.22369958118665867,0.11498142601141892,0.7293996373464376,0.5486102826781396,0.5821475914764075,0.3062492317486387,5,0,-0.13292775415938518,0.3421939587026464,1,0.14401712792623153,4.0,0.0,-0.09855205573189274,0.24256918365812427,0.5105411457559778
cifar10_dir1_label-flip_fr0.70_seed2,cifar10,dir1,label_flip,2,FedSV,35.57936992496252,1.0,0.9515151515151514,0.9393939393939393,0.8666666666666666,0.8666666666666666,0.8175154975442659,0.9148130184942305,0.1811037151989352,0.09269457109260926,1.1710196986126689,1.0828821785073746,0.7177009167292758,0.6792833901586983,5,0,-0.7698386708895366,1.1065510193506876,1,0.49783650173081284,4.0,0.0,-0.5112811197837194,1.009117621514532,0.5377974664662223
cifar10_dir1_label-flip_fr0.70_seed2,cifar10,dir1,label_flip,2,ComFedSV,30.21753993118182,0.875,0.9030303030303028,0.7212121212121211,0.7333333333333333,0.5555555555555555,0.8023990698520999,0.7544692753535784,0.1874217880974658,0.23269912223227307,1.024653710046093,1.1269279042398552,0.5893427483259683,0.7105867378295415,5,0,-0.7210958252350489,0.9781928509473801,1,0.40653902954525417,4.0,0.0,-0.3227791289488474,0.7293181584941015,0.4291902657366998
cifar10_dir1_label-flip_fr0.70_seed2,cifar10,dir1,label_flip,2,Banzhaf,181.20677985204384,1.0,0.8666666666666665,0.9999999999999999,0.7333333333333333,0.9999999999999999,0.7763655342007866,0.9999998868631406,0.20350824654327493,1.0684646378544826e-05,0.6433299319051411,0.004660092967794661,0.43870801936872905,0.001741525097676111,4,0,-0.2763673262670636,0.4286403222940862,0,0.32092123463129,4.0,0.0,-0.24224209424573928,0.5631633288770292,0.7988045662006495
cifar10_dir1_label-flip_fr0.70_seed2,cifar10,dir1,label_flip,2,ShapleyFL,179.31185611500405,1.0,0.9151515151515152,0.8666666666666665,0.7777777777777777,0.7777777777777777,0.860978104385164,0.9639388035778897,0.33312357790524094,0.26287880006329856,1.611863695084134,1.5509701075454951,0.715139446587534,0.6270438319720658,0,0,6.410095174135565e-05,0.9999940950999999,0,0.8371626328124019,0.0,0.0,0.179890399112443,0.6572722336999589,0.657318249823903
cifar10_dir1_label-flip_fr0.70_seed2,cifar10,dir1,label_flip,2,FedIF,0.6356960409320891,1.0,0.5030303030303029,0.5878787878787878,0.37777777777777777,0.37777777777777777,0.7054102549140968,0.9644441732919801,0.37181735179834075,0.20876321498168227,1.7551717386285925,1.5759334147764155,0.8290916318725159,0.6910727453737162,0,0,0.030242242185590386,0.9555316214650528,0,0.9008675378417581,0.0,0.0,0.0679467533072893,0.8329207845344688,0.900173289769172
