dataset,partition,threat,flip_rate,seed,arm,source,policy,timing,final_acc,delta_acc,recovery,auroc,rounds_to_target,kept,skipped,dedup_shared
cifar10,dir1,label_flip,0.7,2,shapleyfl_gatew_v2,shapleyfl,P2,online,0.519625,0.0007500000000000284,0.007246376811594475,0.4548374146928944,,,,
cifar10,dir1,label_flip,0.7,2,shapleyfl_mult,shapleyfl,P3,online,0.56675,0.047875,0.4625603864734298,0.9076676033721398,,,,
cifar10,dir1,label_flip,0.7,2,shapleyfl_pweight,shapleyfl,P5s,online,0.5675,0.04862500000000003,0.4698067632850243,0.8462464873544762,,,,
cifar10,dir1,label_flip,0.7,2,shapleyfl_zgate_v2,shapleyfl,P4,online,0.4865,-0.03237499999999999,-0.31280193236714954,0.8422320353271778,,,,
cifar10,dir1,label_flip,0.7,2,t2_csign_comfedsv,comfedsv,P5h,retrain,0.550375,0.03149999999999997,0.30434782608695615,,,76.0,,False
cifar10,dir1,label_flip,0.7,2,t2_csign_fedif,fedif,P5h,retrain,0.6025,0.08362500000000006,0.8079710144927539,,104.0,58.0,,False
cifar10,dir1,label_flip,0.7,2,t2_csign_fedsv,fedsv,P5h,retrain,0.57275,0.053875000000000006,0.5205314009661834,,,74.0,,False
cifar10,dir1,label_flip,0.7,2,t2_csign_flirds,flirds,P5h,retrain,0.622,0.10312500000000002,0.9963768115942028,,73.0,53.0,,False
cifar10,dir1,label_flip,0.7,2,t2_csign_flirds1st,flirds1st,P5h,retrain,0.6055,0.08662500000000006,0.8369565217391307,,87.0,55.0,,False
cifar10,dir1,label_flip,0.7,2,t2_csign_gtg,gtg,P5h,retrain,0.589625,0.07074999999999998,0.6835748792270527,,,57.0,,False
cifar10,dir1,label_flip,0.7,2,t2_csign_lossheur,lossheur,P5h,retrain,0.6185,0.09962500000000007,0.9625603864734303,,81.0,54.0,,False
cifar10,dir1,label_flip,0.7,2,t2_csign_shapleyfl,shapleyfl,P5h,retrain,0.58275,0.06387500000000002,0.6171497584541062,,,56.0,,False
cifar10,dir1,label_flip,0.7,2,t2_pw_comfedsv,comfedsv,P5s,retrain,0.582625,0.06374999999999997,0.6159420289855068,,,100.0,,False
cifar10,dir1,label_flip,0.7,2,t2_pw_fedif,fedif,P5s,retrain,0.605375,0.08650000000000002,0.8357487922705313,,84.0,97.0,,False
cifar10,dir1,label_flip,0.7,2,t2_pw_fedsv,fedsv,P5s,retrain,0.583625,0.06474999999999997,0.6256038647342991,,,100.0,,False
cifar10,dir1,label_flip,0.7,2,t2_pw_flirds,flirds,P5s,retrain,0.621125,0.10225000000000006,0.9879227053140099,,91.0,91.0,,False
cifar10,dir1,label_flip,0.7,2,t2_pw_flirds1st,flirds1st,P5s,retrain,0.6045,0.08562500000000006,0.8272946859903385,,86.0,97.0,,False
cifar10,dir1,label_flip,0.7,2,t2_pw_gtg,gtg,P5s,retrain,0.5795,0.06062500000000004,0.5857487922705316,,,100.0,,False
cifar10,dir1,label_flip,0.7,2,t2_pw_lossheur,lossheur,P5s,retrain,0.598875,0.08000000000000007,0.7729468599033821,,86.0,93.0,,False
cifar10,dir1,label_flip,0.7,2,t2_pw_shapleyfl,shapleyfl,P5s,retrain,0.5825,0.06362500000000004,0.6147342995169084,,113.0,99.0,,False
cifar10,dir1,label_flip,0.7,2,t2_random_k43,,,,0.476375,-0.04249999999999998,-0.41062801932367116,,,43.0,,False
cifar10,dir1,label_flip,0.7,2,t2_random_k44,,,,0.432375,-0.08649999999999997,-0.8357487922705308,,,44.0,,False
cifar10,dir1,label_flip,0.7,2,t2_random_k45,,,,0.451,-0.06787499999999996,-0.6557971014492747,,,45.0,,False
cifar10,dir1,label_flip,0.7,2,t2_random_k47,,,,0.471125,-0.04774999999999996,-0.46135265700483036,,,47.0,,False
cifar10,dir1,label_flip,0.7,2,t2_random_k53,,,,0.42675,-0.09212499999999996,-0.8900966183574872,,,53.0,,False
cifar10,dir1,label_flip,0.7,2,t2_random_k54,,,,0.46425,-0.05462499999999998,-0.5277777777777773,,,54.0,,False
cifar10,dir1,label_flip,0.7,2,t2_random_k55,,,,0.4505,-0.06837499999999996,-0.6606280193236709,,,55.0,,False
cifar10,dir1,label_flip,0.7,2,t2_random_k56,,,,0.461375,-0.057499999999999996,-0.5555555555555554,,,56.0,,False
cifar10,dir1,label_flip,0.7,2,t2_random_k57,,,,0.426,-0.09287499999999999,-0.8973429951690817,,,57.0,,False
cifar10,dir1,label_flip,0.7,2,t2_random_k58,,,,0.501125,-0.017749999999999932,-0.1714975845410621,,,58.0,,False
cifar10,dir1,label_flip,0.7,2,t2_random_k74,,,,0.524625,0.005750000000000033,0.05555555555555585,,,74.0,,False
cifar10,dir1,label_flip,0.7,2,t2_random_k76,,,,0.504625,-0.014249999999999985,-0.13768115942028966,,,76.0,,False
cifar10,dir1,label_flip,0.7,2,t2_sign_comfedsv,comfedsv,P1,retrain,0.588,0.06912499999999999,0.6678743961352653,,,47.0,,False
cifar10,dir1,label_flip,0.7,2,t2_sign_fedif,fedif,P1,retrain,0.622375,0.10350000000000004,1.0,,73.0,53.0,,True
cifar10,dir1,label_flip,0.7,2,t2_sign_fedsv,fedsv,P1,retrain,0.579,0.060124999999999984,0.580917874396135,,,45.0,,False
cifar10,dir1,label_flip,0.7,2,t2_sign_flirds,flirds,P1,retrain,0.622375,0.10350000000000004,1.0,,73.0,53.0,,False
cifar10,dir1,label_flip,0.7,2,t2_sign_flirds1st,flirds1st,P1,retrain,0.622375,0.10350000000000004,1.0,,73.0,53.0,,True
cifar10,dir1,label_flip,0.7,2,t2_sign_gtg,gtg,P1,retrain,0.594625,0.07574999999999998,0.7318840579710141,,,43.0,,False
cifar10,dir1,label_flip,0.7,2,t2_sign_lossheur,lossheur,P1,retrain,0.622375,0.10350000000000004,1.0,,73.0,53.0,,True
cifar10,dir1,label_flip,0.7,2,t2_sign_shapleyfl,shapleyfl,P1,retrain,0.6005,0.08162500000000006,0.7886473429951694,,108.0,44.0,,False
cifar10,dir1,label_flip,0.7,2,t2_signw_comfedsv,comfedsv,P2,retrain,0.589,0.07012499999999999,0.6775362318840576,,,47.0,,False
cifar10,dir1,label_flip,0.7,2,t2_signw_fedif,fedif,P2,retrain,0.6215,0.10262500000000008,0.9915458937198072,,79.0,53.0,,False
cifar10,dir1,label_flip,0.7,2,t2_signw_fedsv,fedsv,P2,retrain,0.587875,0.06900000000000006,0.6666666666666671,,,45.0,,False
cifar10,dir1,label_flip,0.7,2,t2_signw_flirds,flirds,P2,retrain,0.618375,0.09950000000000003,0.9613526570048309,,73.0,53.0,,False
cifar10,dir1,label_flip,0.7,2,t2_signw_flirds1st,flirds1st,P2,retrain,0.61975,0.10087500000000005,0.9746376811594204,,79.0,53.0,,False
cifar10,dir1,label_flip,0.7,2,t2_signw_gtg,gtg,P2,retrain,0.593375,0.07450000000000001,0.719806763285024,,,43.0,,False
cifar10,dir1,label_flip,0.7,2,t2_signw_lossheur,lossheur,P2,retrain,0.617625,0.09875,0.9541062801932364,,79.0,53.0,,False
cifar10,dir1,label_flip,0.7,2,t2_signw_shapleyfl,shapleyfl,P2,retrain,0.60125,0.08237499999999998,0.7958937198067628,,107.0,44.0,,False
cifar10,dir1,label_flip,0.7,2,vanilla,,,,0.518875,0.0,0.0,,,,,
cifar10,dir1,label_flip,,0,comfedsv_gate_v2,comfedsv,P1,online,0.531125,-0.027750000000000052,-0.4126394052044616,0.44220260613703233,,,,
cifar10,dir1,label_flip,,0,comfedsv_gatew_v2,comfedsv,P2,online,0.51875,-0.040124999999999966,-0.596654275092936,0.4674232870954182,,,,
cifar10,dir1,label_flip,,0,comfedsv_mult,comfedsv,P3,online,0.58475,0.02587499999999998,0.3847583643122672,0.9041614123581336,,,,
cifar10,dir1,label_flip,,0,comfedsv_zgate_v2,comfedsv,P4,online,0.57275,0.01387499999999997,0.20631970260222995,0.8604455653635982,,,,
cifar10,dir1,label_flip,,0,fedif_gate_v2,fedif,P1,online,0.6,0.04112499999999997,0.6115241635687725,0.9348465741908365,102.0,,,
cifar10,dir1,label_flip,,0,fedif_gatew_v2,fedif,P2,online,0.595125,0.036250000000000004,0.5390334572490705,0.9150903741067675,,,,
cifar10,dir1,label_flip,,0,fedif_mult,fedif,P3,online,0.590375,0.03149999999999997,0.4684014869888469,0.835645229087852,,,,
cifar10,dir1,label_flip,,0,fedif_zgate_v2,fedif,P4,online,0.556875,-0.0020000000000000018,-0.029739776951672875,1.0,,,,
cifar10,dir1,label_flip,,0,fedsv_gate_v2,fedsv,P1,online,0.496375,-0.0625,-0.9293680297397765,0.4190836485918453,,,,
cifar10,dir1,label_flip,,0,fedsv_gatew_v2,fedsv,P2,online,0.4985,-0.06037500000000001,-0.8977695167286243,0.48844052122740655,,,,
cifar10,dir1,label_flip,,0,fedsv_mult,fedsv,P3,online,0.584375,0.025499999999999967,0.37918215613382833,0.8827238335435057,,,,
cifar10,dir1,label_flip,,0,fedsv_zgate_v2,fedsv,P4,online,0.552,-0.0068749999999999645,-0.10223048327137489,0.8570828079024799,,,,
cifar10,dir1,label_flip,,0,flirds1st_gate_v2,flirds1st,P1,online,0.60775,0.048875,0.7267657992565053,0.8381672971836908,92.0,,,
cifar10,dir1,label_flip,,0,flirds1st_gatew_v2,flirds1st,P2,online,0.59075,0.03187499999999999,0.47397769516728583,0.7831021437578815,,,,
cifar10,dir1,label_flip,,0,flirds1st_mult,flirds1st,P3,online,0.586875,0.028000000000000025,0.41635687732342025,0.7423287095418243,,,,
cifar10,dir1,label_flip,,0,flirds1st_zgate_v2,flirds1st,P4,online,0.57525,0.01637500000000003,0.24349442379182187,1.0,,,,
cifar10,dir1,label_flip,,0,flirds_gate_v1,flirds,P1v1,online,0.590625,0.031749999999999945,0.47211895910780566,0.9907524169819252,100.0,,,
cifar10,dir1,label_flip,,0,flirds_gate_v2,flirds,P1,online,0.565,0.006124999999999936,0.09107806691449714,0.814207650273224,,,,
cifar10,dir1,label_flip,,0,flirds_gatew_v1,,,,0.559375,0.0004999999999999449,0.007434944237917393,0.955443463640185,109.0,,,
cifar10,dir1,label_flip,,0,flirds_gatew_v2,flirds,P2,online,0.56775,0.008874999999999966,0.13197026022304775,0.6935687263556116,,,,
cifar10,dir1,label_flip,,0,flirds_mult,flirds,P3,online,0.599875,0.041000000000000036,0.609665427509294,0.8743169398907104,100.0,,,
cifar10,dir1,label_flip,,0,flirds_zgate_v2,flirds,P4,online,0.5845,0.02562500000000001,0.3810408921933085,1.0,,,,
cifar10,dir1,label_flip,,0,gtg_gate_v2,gtg,P1,online,0.53925,-0.019625000000000004,-0.2918215613382899,0.5014712063892391,,,,
cifar10,dir1,label_flip,,0,gtg_gatew_v2,gtg,P2,online,0.547625,-0.011249999999999982,-0.1672862453531595,0.4791929382093317,,,,
cifar10,dir1,label_flip,,0,gtg_mult,gtg,P3,online,0.586875,0.028000000000000025,0.41635687732342025,0.8932324506094999,,,,
cifar10,dir1,label_flip,,0,gtg_zgate_v2,gtg,P4,online,0.583,0.024124999999999952,0.358736059479553,0.85708280790248,,,,
cifar10,dir1,label_flip,,0,lossheur_gate_v2,lossheur,P1,online,0.5795,0.020625000000000004,0.3066914498141263,0.8112652374947457,115.0,,,
cifar10,dir1,label_flip,,0,lossheur_gatew_v2,lossheur,P2,online,0.560875,0.0020000000000000018,0.029739776951672875,0.7326607818411097,103.0,,,
cifar10,dir1,label_flip,,0,lossheur_mult,lossheur,P3,online,0.587,0.028124999999999956,0.41821561338289875,0.8184110970996217,,,,
cifar10,dir1,label_flip,,0,lossheur_zgate_v2,lossheur,P4,online,0.56325,0.004375000000000018,0.06505576208178462,1.0,,,,
cifar10,dir1,label_flip,,0,observer,,,,0.558875,0.0,0.0,,,,,
cifar10,dir1,label_flip,,0,oracle_excl,,,,0.626125,0.06725000000000003,1.0,,71.0,,,
cifar10,dir1,label_flip,,0,random_excl,,,,0.55725,-0.0016249999999999876,-0.024163568773234004,,,,,
cifar10,dir1,label_flip,,0,shapleyfl_gate_v2,shapleyfl,P1,online,0.5245,-0.034375000000000044,-0.5111524163568777,0.5699873896595209,,,,
cifar10,dir1,label_flip,,0,shapleyfl_gatew_v2,shapleyfl,P2,online,0.546875,-0.01200000000000001,-0.17843866171003725,0.5514922236233712,,,,
cifar10,dir1,label_flip,,0,shapleyfl_mult,shapleyfl,P3,online,0.587625,0.028749999999999942,0.42750929368029633,0.903741067675494,,,,
cifar10,dir1,label_flip,,0,shapleyfl_zgate_v2,shapleyfl,P4,online,0.578125,0.01924999999999999,0.286245353159851,0.865910046237915,,,,
cifar10,dir1,label_flip,,0,t2_random_k56,,,,0.557625,-0.0012499999999999734,-0.018587360594795134,,,56.0,,False
cifar10,dir1,label_flip,,0,t2_random_k57,,,,0.5445,-0.014375000000000027,-0.213754646840149,,,57.0,,False
cifar10,dir1,label_flip,,0,t2_random_k59,,,,0.541,-0.017874999999999974,-0.2657992565055757,,,59.0,,False
cifar10,dir1,label_flip,,0,t2_random_k60,,,,0.526875,-0.03200000000000003,-0.475836431226766,,,60.0,,False
cifar10,dir1,label_flip,,0,t2_random_k61,,,,0.5215,-0.03737500000000005,-0.555762081784387,,,61.0,,False
cifar10,dir1,label_flip,,0,t2_random_k64,,,,0.531625,-0.027249999999999996,-0.4052044609665425,,,64.0,,False
cifar10,dir1,label_flip,,0,t2_sign_comfedsv,comfedsv,P1,retrain,0.585875,0.027000000000000024,0.4014869888475838,,84.0,59.0,,False
cifar10,dir1,label_flip,,0,t2_sign_fedif,fedif,P1,retrain,0.62,0.061124999999999985,0.9089219330855012,,74.0,64.0,,True
cifar10,dir1,label_flip,,0,t2_sign_fedsv,fedsv,P1,retrain,0.58825,0.02937500000000004,0.4368029739776956,,94.0,56.0,,False
cifar10,dir1,label_flip,,0,t2_sign_flirds,flirds,P1,retrain,0.625875,0.06699999999999995,0.9962825278810397,,76.0,60.0,,False
cifar10,dir1,label_flip,,0,t2_sign_flirds1st,flirds1st,P1,retrain,0.62,0.061124999999999985,0.9089219330855012,,74.0,64.0,,False
cifar10,dir1,label_flip,,0,t2_sign_gtg,gtg,P1,retrain,0.604375,0.045499999999999985,0.676579925650557,,102.0,57.0,,False
cifar10,dir1,label_flip,,0,t2_sign_lossheur,lossheur,P1,retrain,0.626125,0.06725000000000003,1.0,,71.0,61.0,,False
cifar10,dir1,label_flip,,0,t2_sign_shapleyfl,shapleyfl,P1,retrain,0.59775,0.03887499999999999,0.5780669144981408,,102.0,56.0,,False
cifar10,dir1,label_flip,,0,t2_signw_comfedsv,comfedsv,P2,retrain,0.592,0.03312499999999996,0.492565055762081,,84.0,59.0,,False
cifar10,dir1,label_flip,,0,t2_signw_fedif,fedif,P2,retrain,0.62125,0.06237499999999996,0.9275092936802963,,74.0,64.0,,False
cifar10,dir1,label_flip,,0,t2_signw_fedsv,fedsv,P2,retrain,0.59325,0.034375000000000044,0.5111524163568777,,83.0,56.0,,False
cifar10,dir1,label_flip,,0,t2_signw_flirds,flirds,P2,retrain,0.61975,0.06087500000000001,0.9052044609665425,,77.0,60.0,,False
cifar10,dir1,label_flip,,0,t2_signw_flirds1st,flirds1st,P2,retrain,0.618875,0.05999999999999994,0.8921933085501846,,76.0,64.0,,False
cifar10,dir1,label_flip,,0,t2_signw_gtg,gtg,P2,retrain,0.594875,0.03600000000000003,0.5353159851301117,,98.0,57.0,,False
cifar10,dir1,label_flip,,0,t2_signw_lossheur,lossheur,P2,retrain,0.61375,0.05487500000000001,0.8159851301115238,,73.0,61.0,,False
cifar10,dir1,label_flip,,0,t2_signw_shapleyfl,shapleyfl,P2,retrain,0.605,0.04612499999999997,0.6858736059479547,,86.0,56.0,,False
cifar10,dir1,label_flip,,0,vanilla,,,,0.558875,0.0,0.0,,,,,
cifar10,dir1,label_flip,,1,comfedsv_gate_v2,comfedsv,P1,online,0.485625,0.00874999999999998,0.06129597197898411,0.4795673076923077,,,,
cifar10,dir1,label_flip,,1,comfedsv_gatew_v2,comfedsv,P2,online,0.485625,0.00874999999999998,0.06129597197898411,0.4082532051282051,,,,
cifar10,dir1,label_flip,,1,comfedsv_mult,comfedsv,P3,online,0.540875,0.064,0.4483362521891419,0.8890224358974358,,,,
cifar10,dir1,label_flip,,1,comfedsv_zgate_v2,comfedsv,P4,online,0.502625,0.025749999999999995,0.18038528896672504,0.8485576923076923,,,,
cifar10,dir1,label_flip,,1,fedif_gate_v2,fedif,P1,online,0.561375,0.08449999999999996,0.5919439579684762,0.9234775641025641,,,,
cifar10,dir1,label_flip,,1,fedif_gatew_v2,fedif,P2,online,0.577,0.10012499999999996,0.7014010507880909,0.953125,,,,
cifar10,dir1,label_flip,,1,fedif_mult,fedif,P3,online,0.567625,0.09075000000000005,0.6357267950963227,0.921875,,,,
cifar10,dir1,label_flip,,1,fedif_zgate_v2,fedif,P4,online,0.469375,-0.007500000000000007,-0.05253940455341511,1.0,,,,
cifar10,dir1,label_flip,,1,fedsv_gate_v2,fedsv,P1,online,0.474875,-0.0020000000000000018,-0.014010507880910697,0.44310897435897434,,,,
cifar10,dir1,label_flip,,1,fedsv_gatew_v2,fedsv,P2,online,0.530875,0.05399999999999999,0.37828371278458844,0.4667467948717949,,,,
cifar10,dir1,label_flip,,1,fedsv_mult,fedsv,P3,online,0.539375,0.06250000000000006,0.43782837127845925,0.8938301282051282,,,,
cifar10,dir1,label_flip,,1,fedsv_zgate_v2,fedsv,P4,online,0.490875,0.014000000000000012,0.09807355516637488,0.8673878205128205,,,,
cifar10,dir1,label_flip,,1,flirds1st_gate_v2,flirds1st,P1,online,0.56725,0.09037500000000004,0.6330998248686518,0.8717948717948717,,,,
cifar10,dir1,label_flip,,1,flirds1st_gatew_v2,flirds1st,P2,online,0.52425,0.047375,0.33187390542907186,0.874599358974359,,,,
cifar10,dir1,label_flip,,1,flirds1st_mult,flirds1st,P3,online,0.5385,0.061624999999999985,0.43169877408056034,0.8553685897435898,,,,
cifar10,dir1,label_flip,,1,flirds1st_zgate_v2,flirds1st,P4,online,0.53425,0.05737500000000001,0.40192644483362533,1.0,,,,
cifar10,dir1,label_flip,,1,flirds_gate_v1,flirds,P1v1,online,0.59225,0.11537500000000006,0.8082311733800355,0.9254807692307693,,,,
cifar10,dir1,label_flip,,1,flirds_gate_v2,flirds,P1,online,0.538875,0.062,0.43432574430823123,0.7928685897435898,,,,
cifar10,dir1,label_flip,,1,flirds_gatew_v1,,,,0.5125,0.03562499999999996,0.2495621716287213,0.9507211538461537,,,,
cifar10,dir1,label_flip,,1,flirds_gatew_v2,flirds,P2,online,0.588375,0.11149999999999999,0.7810858143607705,0.7704326923076923,,,,
cifar10,dir1,label_flip,,1,flirds_mult,flirds,P3,online,0.57025,0.09337500000000004,0.6541155866900179,0.9463141025641025,,,,
cifar10,dir1,label_flip,,1,flirds_zgate_v2,flirds,P4,online,0.55125,0.07437500000000002,0.5210157618213662,0.9939903846153846,,,,
cifar10,dir1,label_flip,,1,gtg_gate_v2,gtg,P1,online,0.534,0.05712500000000004,0.4001751313485117,0.5276442307692307,,,,
cifar10,dir1,label_flip,,1,gtg_gatew_v2,gtg,P2,online,0.519625,0.04275000000000001,0.29947460595446596,0.5657051282051282,,,,
cifar10,dir1,label_flip,,1,gtg_mult,gtg,P3,online,0.54925,0.07237500000000002,0.5070052539404556,0.9306891025641025,,,,
cifar10,dir1,label_flip,,1,gtg_zgate_v2,gtg,P4,online,0.419375,-0.057499999999999996,-0.4028021015761821,0.8978365384615384,,,,
cifar10,dir1,label_flip,,1,lossheur_gate_v2,lossheur,P1,online,0.57525,0.09837500000000005,0.6891418563922946,0.8489583333333334,,,,
cifar10,dir1,label_flip,,1,lossheur_gatew_v2,lossheur,P2,online,0.55525,0.07837500000000003,0.5490367775831876,0.8425480769230769,,,,
cifar10,dir1,label_flip,,1,lossheur_mult,lossheur,P3,online,0.55225,0.07537500000000003,0.5280210157618216,0.9142628205128205,,,,
cifar10,dir1,label_flip,,1,lossheur_zgate_v2,lossheur,P4,online,0.488875,0.01200000000000001,0.08406304728546418,0.9923878205128205,,,,
cifar10,dir1,label_flip,,1,observer,,,,0.476875,0.0,0.0,,,,,
cifar10,dir1,label_flip,,1,oracle_excl,,,,0.619625,0.14275,1.0,,77.0,,,
cifar10,dir1,label_flip,,1,random_excl,,,,0.499875,0.02300000000000002,0.16112084063047302,,,,,
cifar10,dir1,label_flip,,1,shapleyfl_gate_v2,shapleyfl,P1,online,0.5225,0.04562499999999997,0.31961471103327477,0.47756410256410253,,,,
cifar10,dir1,label_flip,,1,shapleyfl_gatew_v2,shapleyfl,P2,online,0.531375,0.05450000000000005,0.38178633975481646,0.5024038461538461,,,,
cifar10,dir1,label_flip,,1,shapleyfl_mult,shapleyfl,P3,online,0.5535,0.076625,0.5367775831873906,0.9286858974358974,,,,
cifar10,dir1,label_flip,,1,shapleyfl_zgate_v2,shapleyfl,P4,online,0.491875,0.015000000000000013,0.10507880910683022,0.8850160256410257,,,,
cifar10,dir1,label_flip,,1,t2_random_k49,,,,0.447625,-0.029249999999999998,-0.20490367775831875,,,49.0,,False
cifar10,dir1,label_flip,,1,t2_random_k50,,,,0.421625,-0.055249999999999966,-0.3870402802101574,,,50.0,,False
cifar10,dir1,label_flip,,1,t2_random_k51,,,,0.3725,-0.104375,-0.7311733800350263,,,51.0,,False
cifar10,dir1,label_flip,,1,t2_random_k54,,,,0.48875,0.011875000000000024,0.08318739054290736,,,54.0,,False
cifar10,dir1,label_flip,,1,t2_random_k55,,,,0.492,0.015125,0.10595446584938704,,,55.0,,False
cifar10,dir1,label_flip,,1,t2_sign_comfedsv,comfedsv,P1,retrain,0.589,0.11212499999999997,0.7854640980735551,,99.0,49.0,,False
cifar10,dir1,label_flip,,1,t2_sign_fedif,fedif,P1,retrain,0.61475,0.13787500000000003,0.9658493870402804,,92.0,55.0,,False
cifar10,dir1,label_flip,,1,t2_sign_fedsv,fedsv,P1,retrain,0.577125,0.10025,0.7022767075306481,,,51.0,,False
cifar10,dir1,label_flip,,1,t2_sign_flirds,flirds,P1,retrain,0.613375,0.1365,0.9562171628721543,,77.0,50.0,,False
cifar10,dir1,label_flip,,1,t2_sign_flirds1st,flirds1st,P1,retrain,0.621625,0.14475,1.0140105078809107,,92.0,54.0,,False
cifar10,dir1,label_flip,,1,t2_sign_gtg,gtg,P1,retrain,0.59125,0.11437500000000006,0.8012259194395802,,118.0,50.0,,False
cifar10,dir1,label_flip,,1,t2_sign_lossheur,lossheur,P1,retrain,0.611375,0.1345,0.9422066549912436,,77.0,51.0,,False
cifar10,dir1,label_flip,,1,t2_sign_shapleyfl,shapleyfl,P1,retrain,0.589375,0.11249999999999999,0.7880910683012259,,100.0,51.0,,False
cifar10,dir1,label_flip,,1,t2_signw_comfedsv,comfedsv,P2,retrain,0.595875,0.11900000000000005,0.8336252189141861,,91.0,49.0,,False
cifar10,dir1,label_flip,,1,t2_signw_fedif,fedif,P2,retrain,0.622125,0.14525000000000005,1.0175131348511388,,81.0,55.0,,False
cifar10,dir1,label_flip,,1,t2_signw_fedsv,fedsv,P2,retrain,0.5805,0.10362500000000002,0.725919439579685,,115.0,51.0,,False
cifar10,dir1,label_flip,,1,t2_signw_flirds,flirds,P2,retrain,0.603125,0.12625000000000003,0.8844133099824871,,80.0,50.0,,False
cifar10,dir1,label_flip,,1,t2_signw_flirds1st,flirds1st,P2,retrain,0.61425,0.13737499999999997,0.9623467600700524,,88.0,54.0,,False
cifar10,dir1,label_flip,,1,t2_signw_gtg,gtg,P2,retrain,0.58225,0.10537500000000005,0.738178633975482,,,50.0,,False
cifar10,dir1,label_flip,,1,t2_signw_lossheur,lossheur,P2,retrain,0.60625,0.12937499999999996,0.9063047285464096,,87.0,51.0,,False
cifar10,dir1,label_flip,,1,t2_signw_shapleyfl,shapleyfl,P2,retrain,0.59675,0.11987500000000001,0.8397548161120842,,108.0,51.0,,False
cifar10,dir1,label_flip,,1,vanilla,,,,0.476875,0.0,0.0,,,,,
cifar10,dir1,label_flip,,2,comfedsv_gate_v2,comfedsv,P1,online,0.51825,0.009375000000000022,0.08287292817679576,0.5287033319951826,,,,
cifar10,dir1,label_flip,,2,comfedsv_gatew_v2,comfedsv,P2,online,0.521,0.012125000000000052,0.10718232044198939,0.49779205138498595,,,,
cifar10,dir1,label_flip,,2,comfedsv_mult,comfedsv,P3,online,0.558625,0.04975000000000007,0.4397790055248624,0.8273785628261742,,,,
cifar10,dir1,label_flip,,2,comfedsv_zgate_v2,comfedsv,P4,online,0.505,-0.003874999999999962,-0.03425414364640849,0.8193496587715777,,,,
cifar10,dir1,label_flip,,2,fedif_gate_v2,fedif,P1,online,0.581875,0.07300000000000006,0.6453038674033154,0.9474106784423926,,,,
cifar10,dir1,label_flip,,2,fedif_gatew_v2,fedif,P2,online,0.55525,0.046375000000000055,0.40994475138121583,0.9550381372942593,,,,
cifar10,dir1,label_flip,,2,fedif_mult,fedif,P3,online,0.557875,0.049000000000000044,0.4331491712707185,0.9020473705339221,,,,
cifar10,dir1,label_flip,,2,fedif_zgate_v2,fedif,P4,online,0.482625,-0.02624999999999994,-0.23204419889502703,1.0,,,,
cifar10,dir1,label_flip,,2,fedsv_gate_v2,fedsv,P1,online,0.508,-0.0008749999999999591,-0.007734806629833891,0.5030108390204737,,,,
cifar10,dir1,label_flip,,2,fedsv_gatew_v2,fedsv,P2,online,0.507625,-0.0012499999999999734,-0.01104972375690584,0.5002007226013649,,,,
cifar10,dir1,label_flip,,2,fedsv_mult,fedsv,P3,online,0.555875,0.04700000000000004,0.41546961325966875,0.8237655560016058,,,,
cifar10,dir1,label_flip,,2,fedsv_zgate_v2,fedsv,P4,online,0.522625,0.01375000000000004,0.12154696132596716,0.8414291449217183,,,,
cifar10,dir1,label_flip,,2,flirds1st_gate_v2,flirds1st,P1,online,0.57075,0.06187500000000001,0.5469613259668508,0.8747490967482938,,,,
cifar10,dir1,label_flip,,2,flirds1st_gatew_v2,flirds1st,P2,online,0.562,0.05312500000000009,0.4696132596685089,0.8936170212765958,,,,
cifar10,dir1,label_flip,,2,flirds1st_mult,flirds1st,P3,online,0.5485,0.03962500000000002,0.35027624309392275,0.8675230830991569,,,,
cifar10,dir1,label_flip,,2,flirds1st_zgate_v2,flirds1st,P4,online,0.52675,0.017875000000000085,0.15801104972375762,1.0,,,,
cifar10,dir1,label_flip,,2,flirds_gate_v1,flirds,P1v1,online,0.58525,0.07637500000000008,0.6751381215469618,0.986350863107186,,,,
cifar10,dir1,label_flip,,2,flirds_gate_v2,flirds,P1,online,0.55625,0.047375000000000056,0.41878453038674074,0.7820152549177036,,,,
cifar10,dir1,label_flip,,2,flirds_gatew_v1,,,,0.571125,0.06225000000000003,0.5502762430939228,0.9506222400642312,,,,
cifar10,dir1,label_flip,,2,flirds_gatew_v2,flirds,P2,online,0.557625,0.04875000000000007,0.4309392265193375,0.7129666800481735,,,,
cifar10,dir1,label_flip,,2,flirds_mult,flirds,P3,online,0.584625,0.07574999999999998,0.6696132596685079,0.958249698916098,,,,
cifar10,dir1,label_flip,,2,flirds_zgate_v2,flirds,P4,online,0.5235,0.014624999999999999,0.12928176795580107,1.0,,,,
cifar10,dir1,label_flip,,2,gtg_gate_v2,gtg,P1,online,0.524875,0.016000000000000014,0.14143646408839788,0.5082296266559615,,,,
cifar10,dir1,label_flip,,2,gtg_gatew_v2,gtg,P2,online,0.534125,0.025249999999999995,0.22320441988950265,0.5014050582095544,,,,
cifar10,dir1,label_flip,,2,gtg_mult,gtg,P3,online,0.56475,0.05587500000000001,0.4939226519337016,0.871938980329185,,,,
cifar10,dir1,label_flip,,2,gtg_zgate_v2,gtg,P4,online,0.535125,0.026249999999999996,0.23204419889502753,0.8450421517462866,,,,
