dataset,partition,threat,flip_rate,seed,arm,source,policy,timing,final_acc,delta_acc,recovery,auroc,rounds_to_target,kept,skipped,dedup_shared
cifar10,dir1,grad_noise,,1,shapleyfl_cgate,shapleyfl,P5h,online,0.5265,0.305125,0.7702745345534867,1.0,,,,
cifar10,dir1,grad_noise,,1,shapleyfl_gate_v2,shapleyfl,P1,online,0.622875,0.40149999999999997,1.0135689491953295,1.0,82.0,,,
cifar10,dir1,grad_noise,,1,shapleyfl_gatew_v2,shapleyfl,P2,online,0.609875,0.38849999999999996,0.9807510255601133,1.0,82.0,,,
cifar10,dir1,grad_noise,,1,shapleyfl_mult,shapleyfl,P3,online,0.522375,0.30100000000000005,0.7598611549384664,1.0,,,,
cifar10,dir1,grad_noise,,1,shapleyfl_pweight,shapleyfl,P5s,online,0.526875,0.3055,0.7712212054275795,1.0,,,,
cifar10,dir1,grad_noise,,1,shapleyfl_zgate_v2,shapleyfl,P4,online,0.292375,0.07100000000000001,0.17923635216156517,1.0,,,,
cifar10,dir1,grad_noise,,1,t2_csign_comfedsv,comfedsv,P5h,retrain,0.54275,0.32137499999999997,0.8112969390975069,,,61.0,,True
cifar10,dir1,grad_noise,,1,t2_csign_fedif,fedif,P5h,retrain,0.221375,0.0,0.0,,,100.0,equals_vanilla,
cifar10,dir1,grad_noise,,1,t2_csign_fedsv,fedsv,P5h,retrain,0.54275,0.32137499999999997,0.8112969390975069,,,61.0,,False
cifar10,dir1,grad_noise,,1,t2_csign_flirds,flirds,P5h,retrain,0.618875,0.39749999999999996,1.00347112653834,,72.0,56.0,,False
cifar10,dir1,grad_noise,,1,t2_csign_flirds1st,flirds1st,P5h,retrain,0.221375,0.0,0.0,,,100.0,equals_vanilla,
cifar10,dir1,grad_noise,,1,t2_csign_gtg,gtg,P5h,retrain,0.616375,0.395,0.9971599873777216,,79.0,60.0,,False
cifar10,dir1,grad_noise,,1,t2_csign_lossheur,lossheur,P5h,retrain,0.36425,0.14287500000000003,0.3606816030293468,,,82.0,,False
cifar10,dir1,grad_noise,,1,t2_csign_shapleyfl,shapleyfl,P5h,retrain,0.616375,0.395,0.9971599873777216,,79.0,60.0,,True
cifar10,dir1,grad_noise,,1,t2_pw_comfedsv,comfedsv,P5s,retrain,0.619375,0.398,1.0047333543704637,,91.0,100.0,,False
cifar10,dir1,grad_noise,,1,t2_pw_fedif,fedif,P5s,retrain,0.2475,0.02612500000000001,0.06595140422846325,,,100.0,,False
cifar10,dir1,grad_noise,,1,t2_pw_fedsv,fedsv,P5s,retrain,0.615375,0.394,0.9946355317134742,,91.0,100.0,,False
cifar10,dir1,grad_noise,,1,t2_pw_flirds,flirds,P5s,retrain,0.608375,0.387,0.9769643420637424,,94.0,98.0,,False
cifar10,dir1,grad_noise,,1,t2_pw_flirds1st,flirds1st,P5s,retrain,0.232,0.010625000000000023,0.026822341432628644,,,100.0,,False
cifar10,dir1,grad_noise,,1,t2_pw_gtg,gtg,P5s,retrain,0.62125,0.399875,1.0094667087409275,,82.0,100.0,,False
cifar10,dir1,grad_noise,,1,t2_pw_lossheur,lossheur,P5s,retrain,0.43875,0.21737499999999998,0.5487535500157777,,,100.0,,False
cifar10,dir1,grad_noise,,1,t2_pw_shapleyfl,shapleyfl,P5s,retrain,0.609625,0.38825,0.9801199116440515,,87.0,94.0,,False
cifar10,dir1,grad_noise,,1,t2_random_k35,,,,0.206,-0.015375,-0.03881350583780372,,,35.0,,False
cifar10,dir1,grad_noise,,1,t2_random_k56,,,,0.215,-0.006374999999999992,-0.01609340485957713,,,56.0,,False
cifar10,dir1,grad_noise,,1,t2_random_k60,,,,0.221125,-0.0002500000000000002,-0.0006311139160618496,,,60.0,,False
cifar10,dir1,grad_noise,,1,t2_random_k61,,,,0.227125,0.005750000000000005,0.014515620069422542,,,61.0,,False
cifar10,dir1,grad_noise,,1,t2_random_k71,,,,0.2195,-0.0018749999999999878,-0.004733354370463837,,,71.0,,False
cifar10,dir1,grad_noise,,1,t2_random_k82,,,,0.267125,0.04575000000000001,0.11549384663931841,,,82.0,,False
cifar10,dir1,grad_noise,,1,t2_sign_comfedsv,comfedsv,P1,retrain,0.6175,0.39612500000000006,1.0,,79.0,60.0,,True
cifar10,dir1,grad_noise,,1,t2_sign_fedif,fedif,P1,retrain,0.221375,0.0,0.0,,,100.0,equals_vanilla,
cifar10,dir1,grad_noise,,1,t2_sign_fedsv,fedsv,P1,retrain,0.6175,0.39612500000000006,1.0,,79.0,60.0,,True
cifar10,dir1,grad_noise,,1,t2_sign_flirds,flirds,P1,retrain,0.602875,0.38150000000000006,0.9630798359103818,,103.0,35.0,,False
cifar10,dir1,grad_noise,,1,t2_sign_flirds1st,flirds1st,P1,retrain,0.221375,0.0,0.0,,,100.0,equals_vanilla,
cifar10,dir1,grad_noise,,1,t2_sign_gtg,gtg,P1,retrain,0.6175,0.39612500000000006,1.0,,79.0,60.0,,False
cifar10,dir1,grad_noise,,1,t2_sign_lossheur,lossheur,P1,retrain,0.445875,0.22450000000000003,0.5667402966235405,,,71.0,,False
cifar10,dir1,grad_noise,,1,t2_sign_shapleyfl,shapleyfl,P1,retrain,0.6175,0.39612500000000006,1.0,,79.0,60.0,,True
cifar10,dir1,grad_noise,,1,t2_signw_comfedsv,comfedsv,P2,retrain,0.615375,0.394,0.9946355317134742,,86.0,60.0,,False
cifar10,dir1,grad_noise,,1,t2_signw_fedif,fedif,P2,retrain,0.616375,0.395,0.9971599873777216,,91.0,100.0,,False
cifar10,dir1,grad_noise,,1,t2_signw_fedsv,fedsv,P2,retrain,0.61475,0.39337500000000003,0.9930577469233196,,82.0,60.0,,False
cifar10,dir1,grad_noise,,1,t2_signw_flirds,flirds,P2,retrain,0.592125,0.37075,0.9359419375197222,,,35.0,,False
cifar10,dir1,grad_noise,,1,t2_signw_flirds1st,flirds1st,P2,retrain,0.196,-0.02537499999999998,-0.06405806248027764,,,100.0,,False
cifar10,dir1,grad_noise,,1,t2_signw_gtg,gtg,P2,retrain,0.6145,0.39312500000000006,0.9924266330072578,,81.0,60.0,,False
cifar10,dir1,grad_noise,,1,t2_signw_lossheur,lossheur,P2,retrain,0.57975,0.358375,0.9047017986746606,,,71.0,,False
cifar10,dir1,grad_noise,,1,t2_signw_shapleyfl,shapleyfl,P2,retrain,0.61375,0.39237500000000003,0.9905332912590722,,81.0,60.0,,False
cifar10,dir1,grad_noise,,1,vanilla,,,,0.221375,0.0,0.0,,,,,
cifar10,dir1,grad_noise,,2,comfedsv_cgate,comfedsv,P5h,online,0.4925,0.24875,0.6556836902800659,1.0,,,,
cifar10,dir1,grad_noise,,2,comfedsv_gate_v2,comfedsv,P1,online,0.580875,0.337125,0.8886326194398682,1.0,,,,
cifar10,dir1,grad_noise,,2,comfedsv_gatew_v2,comfedsv,P2,online,0.59975,0.356,0.9383855024711696,1.0,98.0,,,
cifar10,dir1,grad_noise,,2,comfedsv_mult,comfedsv,P3,online,0.384625,0.140875,0.37133443163097196,1.0,,,,
cifar10,dir1,grad_noise,,2,comfedsv_pweight,comfedsv,P5s,online,0.535625,0.291875,0.7693574958813838,1.0,,,,
cifar10,dir1,grad_noise,,2,comfedsv_zgate_v2,comfedsv,P4,online,0.28,0.03625000000000003,0.09555189456342678,1.0,,,,
cifar10,dir1,grad_noise,,2,fedif_cgate,fedif,P5h,online,0.24525,0.0015000000000000013,0.0039538714991762805,1.0,,,,
cifar10,dir1,grad_noise,,2,fedif_gate_v2,fedif,P1,online,0.233375,-0.010374999999999995,-0.027347611202635902,1.0,,,,
cifar10,dir1,grad_noise,,2,fedif_gatew_v2,fedif,P2,online,0.610625,0.36687499999999995,0.9670510708401975,1.0,92.0,,,
cifar10,dir1,grad_noise,,2,fedif_mult,fedif,P3,online,0.5035,0.2597499999999999,0.6846787479406917,1.0,,,,
cifar10,dir1,grad_noise,,2,fedif_pweight,fedif,P5s,online,0.222125,-0.021625000000000005,-0.057001647446458,1.0,,,,
cifar10,dir1,grad_noise,,2,fedif_zgate_v2,fedif,P4,online,0.252,0.008250000000000007,0.02174629324546954,1.0,,,,
cifar10,dir1,grad_noise,,2,fedsv_cgate,fedsv,P5h,online,0.513875,0.27012499999999995,0.7120263591433277,1.0,,,,
cifar10,dir1,grad_noise,,2,fedsv_gate_v2,fedsv,P1,online,0.591125,0.347375,0.9156507413509061,1.0,,,,
cifar10,dir1,grad_noise,,2,fedsv_gatew_v2,fedsv,P2,online,0.6065,0.36275,0.956177924217463,1.0,97.0,,,
cifar10,dir1,grad_noise,,2,fedsv_mult,fedsv,P3,online,0.398625,0.154875,0.40823723228995057,1.0,,,,
cifar10,dir1,grad_noise,,2,fedsv_pweight,fedsv,P5s,online,0.539875,0.29612499999999997,0.7805601317957165,1.0,,,,
cifar10,dir1,grad_noise,,2,fedsv_zgate_v2,fedsv,P4,online,0.262375,0.01862500000000003,0.04909390444810551,1.0,,,,
cifar10,dir1,grad_noise,,2,flirds1st_cgate,flirds1st,P5h,online,0.24525,0.0015000000000000013,0.0039538714991762805,0.4791666666666667,,,,
cifar10,dir1,grad_noise,,2,flirds1st_gate_v2,flirds1st,P1,online,0.233375,-0.010374999999999995,-0.027347611202635902,0.48666666666666664,,,,
cifar10,dir1,grad_noise,,2,flirds1st_gatew_v2,flirds1st,P2,online,0.180375,-0.06337499999999999,-0.16705107084019766,0.48875,,,,
cifar10,dir1,grad_noise,,2,flirds1st_mult,flirds1st,P3,online,0.18225,-0.0615,-0.16210873146622734,0.5416666666666666,,,,
cifar10,dir1,grad_noise,,2,flirds1st_pweight,flirds1st,P5s,online,0.229625,-0.014124999999999999,-0.0372322899505766,0.47375000000000006,,,,
cifar10,dir1,grad_noise,,2,flirds1st_zgate_v2,flirds1st,P4,online,0.264625,0.020875000000000005,0.055024711696869864,0.5858333333333333,,,,
cifar10,dir1,grad_noise,,2,flirds_cgate,flirds,P5h,online,0.512625,0.268875,0.7087314662273475,0.9970833333333333,,,,
cifar10,dir1,grad_noise,,2,flirds_gate_v1,flirds,P1v1,online,0.55325,0.3095,0.8158154859967051,1.0,,,,
cifar10,dir1,grad_noise,,2,flirds_gate_v2,flirds,P1,online,0.578125,0.334375,0.8813838550247116,0.99125,,,,
cifar10,dir1,grad_noise,,2,flirds_gatew_v1,,,,0.503375,0.259625,0.6843492586490939,1.0,,,,
cifar10,dir1,grad_noise,,2,flirds_gatew_v2,flirds,P2,online,0.589625,0.34587499999999993,0.9116968698517296,0.9945833333333334,98.0,,,
cifar10,dir1,grad_noise,,2,flirds_mult,flirds,P3,online,0.4005,0.15675000000000003,0.413179571663921,0.9908333333333332,,,,
cifar10,dir1,grad_noise,,2,flirds_pweight,flirds,P5s,online,0.540625,0.296875,0.7825370675453047,1.0,,,,
cifar10,dir1,grad_noise,,2,flirds_zgate_v2,flirds,P4,online,0.318,0.07425000000000001,0.19571663920922572,1.0,,,,
cifar10,dir1,grad_noise,,2,gtg_cgate,gtg,P5h,online,0.511375,0.267625,0.7054365733113673,1.0,,,,
cifar10,dir1,grad_noise,,2,gtg_gate_v2,gtg,P1,online,0.594125,0.350375,0.9235584843492586,1.0,,,,
cifar10,dir1,grad_noise,,2,gtg_gatew_v2,gtg,P2,online,0.608125,0.364375,0.9604612850082372,0.9995833333333333,92.0,,,
cifar10,dir1,grad_noise,,2,gtg_mult,gtg,P3,online,0.50175,0.258,0.6800658978583196,1.0,,,,
cifar10,dir1,grad_noise,,2,gtg_pweight,gtg,P5s,online,0.539375,0.295625,0.7792421746293245,1.0,,,,
cifar10,dir1,grad_noise,,2,gtg_zgate_v2,gtg,P4,online,0.26,0.016250000000000014,0.042833607907743036,1.0,,,,
cifar10,dir1,grad_noise,,2,lossheur_cgate,lossheur,P5h,online,0.390125,0.146375,0.385831960461285,1.0,,,,
cifar10,dir1,grad_noise,,2,lossheur_gate_v2,lossheur,P1,online,0.60725,0.36349999999999993,0.9581548599670509,0.9983333333333333,96.0,,,
cifar10,dir1,grad_noise,,2,lossheur_gatew_v2,lossheur,P2,online,0.597125,0.353375,0.9314662273476112,0.9941666666666666,,,,
cifar10,dir1,grad_noise,,2,lossheur_mult,lossheur,P3,online,0.3835,0.13975,0.3683690280065898,0.99625,,,,
cifar10,dir1,grad_noise,,2,lossheur_pweight,lossheur,P5s,online,0.523,0.27925,0.7360790774299835,1.0,,,,
cifar10,dir1,grad_noise,,2,lossheur_zgate_v2,lossheur,P4,online,0.34675,0.10300000000000001,0.271499176276771,0.9979166666666666,,,,
cifar10,dir1,grad_noise,,2,observer,,,,0.2425,-0.0012500000000000011,-0.0032948929159802333,,,,,
cifar10,dir1,grad_noise,,2,oracle_excl,,,,0.623125,0.379375,1.0,,81.0,,,
cifar10,dir1,grad_noise,,2,random_excl,,,,0.254125,0.010374999999999995,0.027347611202635902,,,,,
cifar10,dir1,grad_noise,,2,shapleyfl_cgate,shapleyfl,P5h,online,0.532,0.28825,0.7598023064250412,1.0,,,,
cifar10,dir1,grad_noise,,2,shapleyfl_gate_v2,shapleyfl,P1,online,0.6025,0.35875,0.9456342668863262,1.0,111.0,,,
cifar10,dir1,grad_noise,,2,shapleyfl_gatew_v2,shapleyfl,P2,online,0.61,0.36624999999999996,0.9654036243822074,1.0,93.0,,,
cifar10,dir1,grad_noise,,2,shapleyfl_mult,shapleyfl,P3,online,0.467375,0.223625,0.5894563426688633,1.0,,,,
cifar10,dir1,grad_noise,,2,shapleyfl_pweight,shapleyfl,P5s,online,0.54225,0.2985,0.786820428336079,1.0,,,,
cifar10,dir1,grad_noise,,2,shapleyfl_zgate_v2,shapleyfl,P4,online,0.251375,0.007625000000000021,0.02009884678747946,1.0,,,,
cifar10,dir1,grad_noise,,2,t2_csign_comfedsv,comfedsv,P5h,retrain,0.50475,0.261,0.6879736408566721,,,62.0,,False
cifar10,dir1,grad_noise,,2,t2_csign_fedif,fedif,P5h,retrain,0.24375,0.0,0.0,,,100.0,equals_vanilla,
cifar10,dir1,grad_noise,,2,t2_csign_fedsv,fedsv,P5h,retrain,0.621875,0.37812499999999993,0.9967051070840195,,81.0,60.0,,True
cifar10,dir1,grad_noise,,2,t2_csign_flirds,flirds,P5h,retrain,0.616,0.37224999999999997,0.9812191103789125,,80.0,57.0,,False
cifar10,dir1,grad_noise,,2,t2_csign_flirds1st,flirds1st,P5h,retrain,0.24375,0.0,0.0,,,100.0,equals_vanilla,
cifar10,dir1,grad_noise,,2,t2_csign_gtg,gtg,P5h,retrain,0.621875,0.37812499999999993,0.9967051070840195,,81.0,60.0,,False
cifar10,dir1,grad_noise,,2,t2_csign_lossheur,lossheur,P5h,retrain,0.296875,0.053125000000000006,0.14003294892915982,,,86.0,,False
cifar10,dir1,grad_noise,,2,t2_csign_shapleyfl,shapleyfl,P5h,retrain,0.621875,0.37812499999999993,0.9967051070840195,,81.0,60.0,,True
cifar10,dir1,grad_noise,,2,t2_pw_comfedsv,comfedsv,P5s,retrain,0.59225,0.34850000000000003,0.9186161449752883,,87.0,100.0,,False
cifar10,dir1,grad_noise,,2,t2_pw_fedif,fedif,P5s,retrain,0.2315,-0.012249999999999983,-0.03228995057660621,,,100.0,,False
cifar10,dir1,grad_noise,,2,t2_pw_fedsv,fedsv,P5s,retrain,0.60125,0.35749999999999993,0.9423393739703457,,85.0,100.0,,False
cifar10,dir1,grad_noise,,2,t2_pw_flirds,flirds,P5s,retrain,0.574625,0.33087500000000003,0.8721581548599671,,92.0,95.0,,False
cifar10,dir1,grad_noise,,2,t2_pw_flirds1st,flirds1st,P5s,retrain,0.252625,0.008874999999999994,0.02339373970345962,,,100.0,,False
cifar10,dir1,grad_noise,,2,t2_pw_gtg,gtg,P5s,retrain,0.603375,0.359625,0.9479406919275123,,85.0,100.0,,False
cifar10,dir1,grad_noise,,2,t2_pw_lossheur,lossheur,P5s,retrain,0.42725,0.18350000000000002,0.4836902800658979,,,100.0,,False
cifar10,dir1,grad_noise,,2,t2_pw_shapleyfl,shapleyfl,P5s,retrain,0.591875,0.348125,0.9176276771004942,,85.0,92.0,,False
cifar10,dir1,grad_noise,,2,t2_random_k42,,,,0.199625,-0.044125,-0.11630971993410213,,,42.0,,False
cifar10,dir1,grad_noise,,2,t2_random_k57,,,,0.246625,0.0028750000000000164,0.007578253706754573,,,57.0,,False
cifar10,dir1,grad_noise,,2,t2_random_k60,,,,0.196625,-0.047125,-0.12421746293245468,,,60.0,,False
cifar10,dir1,grad_noise,,2,t2_random_k62,,,,0.24525,0.0015000000000000013,0.0039538714991762805,,,62.0,,False
cifar10,dir1,grad_noise,,2,t2_random_k71,,,,0.2375,-0.0062500000000000056,-0.016474464579901166,,,71.0,,False
cifar10,dir1,grad_noise,,2,t2_random_k86,,,,0.255125,0.011374999999999996,0.029983525535420087,,,86.0,,False
cifar10,dir1,grad_noise,,2,t2_sign_comfedsv,comfedsv,P1,retrain,0.623125,0.379375,1.0,,81.0,60.0,,True
cifar10,dir1,grad_noise,,2,t2_sign_fedif,fedif,P1,retrain,0.24375,0.0,0.0,,,100.0,equals_vanilla,
cifar10,dir1,grad_noise,,2,t2_sign_fedsv,fedsv,P1,retrain,0.623125,0.379375,1.0,,81.0,60.0,,True
cifar10,dir1,grad_noise,,2,t2_sign_flirds,flirds,P1,retrain,0.6095,0.36575,0.9640856672158155,,87.0,42.0,,False
cifar10,dir1,grad_noise,,2,t2_sign_flirds1st,flirds1st,P1,retrain,0.24375,0.0,0.0,,,100.0,equals_vanilla,
cifar10,dir1,grad_noise,,2,t2_sign_gtg,gtg,P1,retrain,0.623125,0.379375,1.0,,81.0,60.0,,False
cifar10,dir1,grad_noise,,2,t2_sign_lossheur,lossheur,P1,retrain,0.405875,0.162125,0.42734761120263587,,,71.0,,False
cifar10,dir1,grad_noise,,2,t2_sign_shapleyfl,shapleyfl,P1,retrain,0.623125,0.379375,1.0,,81.0,60.0,,True
cifar10,dir1,grad_noise,,2,t2_signw_comfedsv,comfedsv,P2,retrain,0.61575,0.372,0.9805601317957165,,82.0,60.0,,False
cifar10,dir1,grad_noise,,2,t2_signw_fedif,fedif,P2,retrain,0.602375,0.35862499999999997,0.9453047775947281,,95.0,100.0,,False
cifar10,dir1,grad_noise,,2,t2_signw_fedsv,fedsv,P2,retrain,0.617125,0.373375,0.9841845140032949,,82.0,60.0,,False
cifar10,dir1,grad_noise,,2,t2_signw_flirds,flirds,P2,retrain,0.59725,0.3534999999999999,0.931795716639209,,,42.0,,False
cifar10,dir1,grad_noise,,2,t2_signw_flirds1st,flirds1st,P2,retrain,0.157375,-0.08637500000000001,-0.22767710049423395,,,100.0,,False
cifar10,dir1,grad_noise,,2,t2_signw_gtg,gtg,P2,retrain,0.620625,0.37687499999999996,0.9934102141680394,,82.0,60.0,,False
cifar10,dir1,grad_noise,,2,t2_signw_lossheur,lossheur,P2,retrain,0.580375,0.33662499999999995,0.887314662273476,,102.0,71.0,,False
cifar10,dir1,grad_noise,,2,t2_signw_shapleyfl,shapleyfl,P2,retrain,0.61775,0.374,0.985831960461285,,82.0,60.0,,False
cifar10,dir1,grad_noise,,2,vanilla,,,,0.24375,0.0,0.0,,,,,
cifar10,dir1,label_flip,0.15,0,flirds_gate_v1,flirds,P1v1,online,0.6235,0.0015000000000000568,0.29268292682927677,0.539302227826818,77.0,,,
cifar10,dir1,label_flip,0.15,0,flirds_gate_v2,flirds,P1,online,0.615875,-0.006125000000000047,-1.1951219512195106,0.6048759983186212,79.0,,,
cifar10,dir1,label_flip,0.15,0,flirds_gatew_v1,,,,0.622375,0.0003750000000000142,0.07317073170731919,0.5720891130727197,77.0,,,
cifar10,dir1,label_flip,0.15,0,flirds_gatew_v2,flirds,P2,online,0.59775,-0.024249999999999994,-4.731707317073127,0.4426229508196721,92.0,,,
cifar10,dir1,label_flip,0.15,0,flirds_mult,flirds,P3,online,0.624625,0.0026249999999999885,0.5121951219512126,0.4434636401849517,77.0,,,
cifar10,dir1,label_flip,0.15,0,flirds_zgate_v2,flirds,P4,online,0.61475,-0.007249999999999979,-1.4146341463414465,0.5350987810004204,86.0,,,
cifar10,dir1,label_flip,0.15,0,oracle_excl,,,,0.627125,0.005125000000000046,1.0,,71.0,,,
cifar10,dir1,label_flip,0.15,0,random_excl,,,,0.606625,-0.015375000000000028,-2.9999999999999782,,79.0,,,
cifar10,dir1,label_flip,0.15,0,vanilla,,,,0.622,0.0,0.0,,83.0,,,
cifar10,dir1,label_flip,0.15,1,flirds_gate_v1,flirds,P1v1,online,0.61225,-0.001875000000000071,-0.258620689655183,0.5348557692307692,90.0,,,
cifar10,dir1,label_flip,0.15,1,flirds_gate_v2,flirds,P1,online,0.595125,-0.019000000000000017,-2.620689655172424,0.4795673076923077,102.0,,,
cifar10,dir1,label_flip,0.15,1,flirds_gatew_v1,,,,0.612375,-0.0017500000000000293,-0.24137931034483234,0.5240384615384616,99.0,,,
cifar10,dir1,label_flip,0.15,1,flirds_gatew_v2,flirds,P2,online,0.588125,-0.026000000000000023,-3.586206896551738,0.4318910256410256,110.0,,,
cifar10,dir1,label_flip,0.15,1,flirds_mult,flirds,P3,online,0.6165,0.002375000000000016,0.3275862068965549,0.5556891025641026,87.0,,,
cifar10,dir1,label_flip,0.15,1,flirds_zgate_v2,flirds,P4,online,0.62,0.005874999999999964,0.8103448275862043,0.5877403846153846,84.0,,,
cifar10,dir1,label_flip,0.15,1,oracle_excl,,,,0.621375,0.007249999999999979,1.0,,77.0,,,
cifar10,dir1,label_flip,0.15,1,random_excl,,,,0.596875,-0.017249999999999988,-2.3793103448275916,,111.0,,,
cifar10,dir1,label_flip,0.15,1,vanilla,,,,0.614125,0.0,0.0,,87.0,,,
cifar10,dir1,label_flip,0.15,2,flirds_gate_v1,flirds,P1v1,online,0.61225,-0.003375000000000017,-0.5,0.5547972701726214,90.0,,,
cifar10,dir1,label_flip,0.15,2,flirds_gate_v2,flirds,P1,online,0.58625,-0.02937499999999993,-4.351851851851819,0.5704536330790847,97.0,,,
cifar10,dir1,label_flip,0.15,2,flirds_gatew_v1,,,,0.57325,-0.04237499999999994,-6.277777777777738,0.5640305098354074,91.0,,,
cifar10,dir1,label_flip,0.15,2,flirds_gatew_v2,flirds,P2,online,0.593875,-0.021749999999999936,-3.2222222222221966,0.5150541951023686,107.0,,,
cifar10,dir1,label_flip,0.15,2,flirds_mult,flirds,P3,online,0.610375,-0.005249999999999977,-0.7777777777777705,0.5299076676033722,84.0,,,
cifar10,dir1,label_flip,0.15,2,flirds_zgate_v2,flirds,P4,online,0.609875,-0.005750000000000033,-0.8518518518518524,0.5921316740264954,87.0,,,
cifar10,dir1,label_flip,0.15,2,oracle_excl,,,,0.622375,0.006750000000000034,1.0,,73.0,,,
cifar10,dir1,label_flip,0.15,2,random_excl,,,,0.573625,-0.041999999999999926,-6.222222222222181,,,,,
cifar10,dir1,label_flip,0.15,2,vanilla,,,,0.615625,0.0,0.0,,84.0,,,
cifar10,dir1,label_flip,0.35,0,flirds_gate_v1,flirds,P1v1,online,0.606125,0.00737500000000002,0.2599118942731281,0.7305590584279109,104.0,,,
cifar10,dir1,label_flip,0.35,0,flirds_gate_v2,flirds,P1,online,0.593625,-0.005125000000000046,-0.1806167400881071,0.6603614964270702,98.0,,,
cifar10,dir1,label_flip,0.35,0,flirds_gatew_v1,,,,0.60125,0.0024999999999999467,0.0881057268722447,0.6788566624632197,89.0,,,
cifar10,dir1,label_flip,0.35,0,flirds_gatew_v2,flirds,P2,online,0.58325,-0.015499999999999958,-0.5462555066079273,0.5531736023539302,106.0,,,
cifar10,dir1,label_flip,0.35,0,flirds_mult,flirds,P3,online,0.612375,0.013624999999999998,0.4801762114537438,0.6645649432534678,83.0,,,
cifar10,dir1,label_flip,0.35,0,flirds_zgate_v2,flirds,P4,online,0.60875,0.010000000000000009,0.35242290748898664,0.9092055485498108,99.0,,,
cifar10,dir1,label_flip,0.35,0,oracle_excl,,,,0.627125,0.02837500000000004,1.0,,71.0,,,
cifar10,dir1,label_flip,0.35,0,random_excl,,,,0.58175,-0.017000000000000015,-0.5991189427312772,,,,,
cifar10,dir1,label_flip,0.35,0,vanilla,,,,0.59875,0.0,0.0,,100.0,,,
cifar10,dir1,label_flip,0.35,1,flirds_gate_v1,flirds,P1v1,online,0.57975,0.005124999999999935,0.10962566844919658,0.7844551282051282,,,,
cifar10,dir1,label_flip,0.35,1,flirds_gate_v2,flirds,P1,online,0.5745,-0.00012500000000004174,-0.0026737967914447457,0.6963141025641025,,,,
cifar10,dir1,label_flip,0.35,1,flirds_gatew_v1,,,,0.591375,0.01674999999999993,0.3582887700534748,0.796875,,,,
cifar10,dir1,label_flip,0.35,1,flirds_gatew_v2,flirds,P2,online,0.581125,0.00649999999999995,0.13903743315507927,0.6634615384615384,,,,
cifar10,dir1,label_flip,0.35,1,flirds_mult,flirds,P3,online,0.588125,0.013499999999999956,0.28877005347593515,0.8549679487179487,110.0,,,
cifar10,dir1,label_flip,0.35,1,flirds_zgate_v2,flirds,P4,online,0.581875,0.007249999999999979,0.155080213903743,0.9110576923076923,,,,
cifar10,dir1,label_flip,0.35,1,oracle_excl,,,,0.621375,0.04674999999999996,1.0,,77.0,,,
cifar10,dir1,label_flip,0.35,1,random_excl,,,,0.56875,-0.005875000000000075,-0.12566844919786266,,,,,
cifar10,dir1,label_flip,0.35,1,vanilla,,,,0.574625,0.0,0.0,,113.0,,,
cifar10,dir1,label_flip,0.35,2,flirds_gate_v1,flirds,P1v1,online,0.60475,0.023499999999999965,0.5714285714285711,0.8538739462063428,113.0,,,
cifar10,dir1,label_flip,0.35,2,flirds_gate_v2,flirds,P1,online,0.548625,-0.032625000000000015,-0.7933130699088156,0.6635889201124047,,,,
cifar10,dir1,label_flip,0.35,2,flirds_gatew_v1,,,,0.582375,0.0011249999999999316,0.02735562310030231,0.7655560016057809,95.0,,,
cifar10,dir1,label_flip,0.35,2,flirds_gatew_v2,flirds,P2,online,0.581875,0.0006249999999999867,0.015197568389057439,0.6471296668004818,,,,
cifar10,dir1,label_flip,0.35,2,flirds_mult,flirds,P3,online,0.60025,0.018999999999999906,0.4620060790273537,0.8109193095142513,113.0,,,
cifar10,dir1,label_flip,0.35,2,flirds_zgate_v2,flirds,P4,online,0.5735,-0.007750000000000035,-0.1884498480243171,0.9341629867523082,,,,
cifar10,dir1,label_flip,0.35,2,oracle_excl,,,,0.622375,0.04112499999999997,1.0,,73.0,,,
cifar10,dir1,label_flip,0.35,2,random_excl,,,,0.529,-0.05225000000000002,-1.2705167173252294,,,,,
cifar10,dir1,label_flip,0.35,2,vanilla,,,,0.58125,0.0,0.0,,,,,
cifar10,dir1,label_flip,0.7,0,comfedsv_cgate,comfedsv,P5h,online,0.572125,0.016124999999999945,0.22671353251318027,0.7810004203446826,,,,
cifar10,dir1,label_flip,0.7,0,comfedsv_gate_v2,comfedsv,P1,online,0.521,-0.03500000000000003,-0.4920913884007035,0.510718789407314,,,,
cifar10,dir1,label_flip,0.7,0,comfedsv_gatew_v2,comfedsv,P2,online,0.509,-0.04700000000000004,-0.6608084358523733,0.48507776376628836,,,,
cifar10,dir1,label_flip,0.7,0,comfedsv_mult,comfedsv,P3,online,0.58375,0.02774999999999994,0.3901581722319851,0.8898696931483817,,,,
cifar10,dir1,label_flip,0.7,0,comfedsv_pweight,comfedsv,P5s,online,0.5905,0.034499999999999975,0.4850615114235498,0.921395544346364,,,,
cifar10,dir1,label_flip,0.7,0,comfedsv_zgate_v2,comfedsv,P4,online,0.58175,0.02574999999999994,0.3620386643233735,0.9205548549810845,,,,
cifar10,dir1,label_flip,0.7,0,fedif_cgate,fedif,P5h,online,0.58,0.02399999999999991,0.337434094903338,1.0,118.0,,,
