r,S,size,n_S,u_true,u_t1,u_t2,resid1,resid2,norm_dS,c_S,u_renorm
0,0,1,200,-0.00028228759765625,-0.0002832390018738806,-0.000282699003378184,9.514042176306248e-07,4.114057219339884e-07,0.0014579215599268187,5.0,-0.001401662826538086
0,1,1,200,-0.0003781318664550781,-0.00037935504224151373,-0.00037850107736403515,1.223175786435604e-06,3.6921090895702946e-07,0.0013801362711879342,5.0,-0.0018742084503173828
0,2,1,200,-0.00036263465881347656,-0.00036350463051348925,-0.00036289091701746656,8.699717000126839e-07,2.5625820399000077e-07,0.0010399756656587506,5.0,-0.0018007755279541016
0,3,1,200,-0.0006146430969238281,-0.0006185909151099622,-0.0006148121935893869,3.9478181861341e-06,1.6909666555875447e-07,0.0017572391282896214,5.0,-0.0029964447021484375
0,4,1,200,-0.00025725364685058594,-0.00025836832355707884,-0.00025784254842164955,1.1146767064929008e-06,5.889015710636158e-07,0.001078565703882507,5.0,-0.001277923583984375
0,0+1,2,400,-0.0006608963012695312,-0.0006625940441153944,-0.0006611705989856276,1.6977428458631039e-06,2.742977160963278e-07,0.002102462434876883,2.5,-0.0016465187072753906
0,0+2,2,400,-0.0006444454193115234,-0.0006467436323873699,-0.0006452750644712069,2.2982130758464336e-06,8.296451596834231e-07,0.0020309580129910616,2.5,-0.0016067028045654297
0,0+3,2,400,-0.0008971691131591797,-0.0009018299169838428,-0.0008975965378752448,4.660803824663162e-06,4.274247160651612e-07,0.0023715429609383353,2.5,-0.0022268295288085938
0,0+4,2,400,-0.0005400180816650391,-0.0005416073254309595,-0.0005403824801604173,1.5892437659204006e-06,3.6439849537828195e-07,0.002005799905132971,2.5,-0.0013451576232910156
0,1+2,2,400,-0.0007393360137939453,-0.000742859672755003,-0.0007401429753031152,3.523658961057663e-06,8.069615091699234e-07,0.0021381793434983557,2.5,-0.0018389225006103516
0,1+3,2,400,-0.0009925365447998047,-0.000997945957351476,-0.0009932725777552776,5.4094125516712666e-06,7.360329554728651e-07,0.0023610445389230044,2.5,-0.00246429443359375
0,1+4,2,400,-0.0006349086761474609,-0.0006377233657985926,-0.0006353473204399052,2.81468965113163e-06,4.3864429244422354e-07,0.002070420241905139,2.5,-0.0015785694122314453
0,2+3,2,400,-0.0009770393371582031,-0.0009820955456234515,-0.0009775531794602443,5.056208465248346e-06,5.13842302041212e-07,0.002169902933571508,2.5,-0.0024254322052001953
0,2+4,2,400,-0.0006196498870849609,-0.0006218729540705681,-0.0006198802038284157,2.2230669856071472e-06,2.303167434547504e-07,0.0017891019137716451,2.5,-0.0015411376953125
0,3+4,2,400,-0.0008721351623535156,-0.0008769592386670411,-0.0008727213343817652,4.824076313525438e-06,5.861720282496208e-07,0.002155281550472412,2.5,-0.0021643638610839844
0,0+1+2,3,600,-0.0010221004486083984,-0.0010260986746288836,-0.001022497641000264,3.998226020485163e-06,3.971923918655307e-07,0.0028293265733127636,1.6666666666666667,-0.0016987323760986328
0,0+1+3,3,600,-0.0012755393981933594,-0.0012811849592253566,-0.001276027440284544,5.645561031997204e-06,4.880420911845817e-07,0.002915629411376331,1.6666666666666667,-0.0021195411682128906
0,0+1+4,3,600,-0.0009171962738037109,-0.0009209623676724732,-0.0009178577704220814,3.7660938687622547e-06,6.614966183704496e-07,0.0027452879900022966,1.6666666666666667,-0.0015254020690917969
0,0+2+3,3,600,-0.0012595653533935547,-0.001265334547497332,-0.0012600226678216586,5.769194103777409e-06,4.5731442810392764e-07,0.0028570108843294813,1.6666666666666667,-0.002092599868774414
0,0+2+4,3,600,-0.0009014606475830078,-0.0009051119559444487,-0.0009021052796427398,3.651308361440897e-06,6.446320597319755e-07,0.002641688991946634,1.6666666666666667,-0.001499176025390625
0,0+3+4,3,600,-0.0011548995971679688,-0.0011601982405409217,-0.001155346607028207,5.298643372952938e-06,4.470098602382677e-07,0.0028135314518112787,1.6666666666666667,-0.0019192695617675781
0,1+2+3,3,600,-0.0013539791107177734,-0.0013614505878649652,-0.0013547645445477485,7.471477147191763e-06,7.854338299750907e-07,0.002963208749761054,1.6666666666666667,-0.0022492408752441406
0,1+2+4,3,600,-0.0009958744049072266,-0.0010012279963120818,-0.0009961359567682848,5.353591404855251e-06,2.6155186105825123e-07,0.002812420141286236,1.6666666666666667,-0.0016536712646484375
0,1+3+4,3,600,-0.001249551773071289,-0.0012563142809085548,-0.0012501854132018764,6.76250783726573e-06,6.336401305873096e-07,0.0028897128570228685,1.6666666666666667,-0.002075672149658203
0,2+3+4,3,600,-0.0012340545654296875,-0.0012404638691805303,-0.0012346090586419223,6.40930375084281e-06,5.544932122347745e-07,0.002687351901788146,1.6666666666666667,-0.002049684524536133
0,0+1+2+3,4,800,-0.0016362667083740234,-0.0016446895897388458,-0.0016372045511525712,8.422881364822388e-06,9.378427785478038e-07,0.0035531219279439042,1.25,-0.0020427703857421875
0,0+1+2+4,4,800,-0.0012772083282470703,-0.0012844669981859624,-0.0012783315508260173,7.258669938892126e-06,1.1232225789470363e-06,0.0034752523665977984,1.25,-0.0015947818756103516
0,0+1+3+4,4,800,-0.0015320777893066406,-0.0015395532827824354,-0.0015327812040917266,7.475493475794792e-06,7.03414785085954e-07,0.003465717523499028,1.25,-0.0019125938415527344
0,0+2+3+4,4,800,-0.0015158653259277344,-0.001523702871054411,-0.0015169194753639204,7.83754512667656e-06,1.0541494361859804e-06,0.0033779115889909957,1.25,-0.0018932819366455078
0,1+2+3+4,4,800,-0.00160980224609375,-0.001619818911422044,-0.001610824118383647,1.0016665328294039e-05,1.021872289896919e-06,0.003537307941222114,1.25,-0.0020093917846679688
0,0+1+2+3+4,5,1000,-0.0018923282623291016,-0.0019030579132959247,-0.0018931050533490534,1.0729650966823101e-05,7.767910199518724e-07,0.004134127576423929,1.0,-0.00189208984375
1,0,1,200,-0.00027823448181152344,-0.0002788817510008812,-0.0002784787996858995,6.472691893577576e-07,2.4431787437606545e-07,0.001454473631214115,5.0,-0.0013828277587890625
1,1,1,200,-0.0003724098205566406,-0.0003732260665856302,-0.00037257276466107214,8.162460289895535e-07,1.629441044315172e-07,0.0013756709454105331,5.0,-0.001848459243774414
1,2,1,200,-0.000354766845703125,-0.00035541047691367567,-0.00035497585162147516,6.436312105506659e-07,2.0900591835015803e-07,0.0010309627376672683,5.0,-0.0017647743225097656
1,3,1,200,-0.0006062984466552734,-0.0006100854370743036,-0.0006066579978778464,3.7869904190301895e-06,3.5955122257291805e-07,0.0017549197238967836,5.0,-0.0029616355895996094
1,4,1,200,-0.0002532005310058594,-0.0002539257111493498,-0.00025355569127327726,7.251801434904337e-07,3.5516026741788664e-07,0.0010759633683954176,5.0,-0.0012595653533935547
1,0+1,2,400,-0.0006511211395263672,-0.0006521078175865114,-0.0006513524412099514,9.86678060144186e-07,2.3130168358420633e-07,0.0020962750161642703,2.5,-0.0016243457794189453
1,0+2,2,400,-0.0006330013275146484,-0.0006342922279145569,-0.0006334577617794768,1.2909003999084234e-06,4.564342648283315e-07,0.002019117342125314,2.5,-0.0015790462493896484
1,0+3,2,400,-0.0008852481842041016,-0.0008889671880751848,-0.0008856589793140301,3.7190038710832596e-06,4.107951099285856e-07,0.0023676680051846503,2.5,-0.002199888229370117
1,0+4,2,400,-0.0005319118499755859,-0.000532807462150231,-0.0005321702015947949,8.956121746450663e-07,2.583516192089519e-07,0.00200121728411636,2.5,-0.0013270378112792969
1,1+2,2,400,-0.0007262229919433594,-0.0007286365434993058,-0.0007266765862823377,2.4135515559464693e-06,4.535943389782915e-07,0.0021254088707288875,2.5,-0.00180816650390625
1,1+3,2,400,-0.0009791851043701172,-0.0009833115036599338,-0.000979690350305873,4.126399289816618e-06,5.052459357557382e-07,0.002357745184938253,2.5,-0.0024340152740478516
1,1+4,2,400,-0.0006251335144042969,-0.00062715177773498,-0.0006254844487330047,2.018263330683112e-06,3.5093432870780816e-07,0.0020632045428553743,2.5,-0.001556396484375
1,2+3,2,400,-0.0009613037109375,-0.0009654959139879793,-0.0009619520629513545,4.192203050479293e-06,6.483520138544918e-07,0.0021631440711983797,2.5,-0.002389669418334961
1,2+4,2,400,-0.0006074905395507812,-0.0006093361880630255,-0.0006080133306625157,1.8456485122442245e-06,5.227911117344775e-07,0.0017774349245508819,2.5,-0.0015139579772949219
1,3+4,2,400,-0.0008597373962402344,-0.0008640111482236534,-0.0008607326782907876,4.273751983419061e-06,9.952820505532145e-07,0.0021534937719668106,2.5,-0.0021381378173828125
1,0+1+2,3,600,-0.001004934310913086,-0.001007518294500187,-0.001005459373303319,2.583983587101102e-06,5.250623902330886e-07,0.0028138440596515786,1.6666666666666667,-0.0016720294952392578
1,0+1+3,3,600,-0.0012581348419189453,-0.001262193254660815,-0.0012589922086050365,4.058412741869688e-06,8.573666860911544e-07,0.002910579968323022,1.6666666666666667,-0.002093791961669922
1,0+1+4,3,600,-0.0009036064147949219,-0.0009060335287358612,-0.0009043998359175021,2.4271139409393072e-06,7.934211225801846e-07,0.0027368579216369504,1.6666666666666667,-0.0015041828155517578
1,0+2+3,3,600,-0.0012402534484863281,-0.0012443776649888605,-0.0012409561548596404,4.124216502532363e-06,7.027063733122674e-07,0.0028467100219603386,1.6666666666666667,-0.0020630359649658203
1,0+2+4,3,600,-0.0008859634399414062,-0.0008882179390639067,-0.0008866309514561355,2.2544991225004196e-06,6.675115147292132e-07,0.002627718685484821,1.6666666666666667,-0.0014748573303222656
1,0+3+4,3,600,-0.0011391639709472656,-0.0011428928992245346,-0.0011398693703625895,3.7289282772690058e-06,7.053994153238818e-07,0.0028098618961744388,1.6666666666666667,-0.0018949508666992188
1,1+2+3,3,600,-0.001333475112915039,-0.0013387219805736095,-0.0013341123853791714,5.246867658570409e-06,6.372724641323657e-07,0.0029530356489223426,1.6666666666666667,-0.0022170543670654297
1,1+2+4,3,600,-0.000978231430053711,-0.0009825622546486557,-0.0009790700581220335,4.3308245949447155e-06,8.386280683225777e-07,0.0027964976091195545,1.6666666666666667,-0.0016264915466308594
1,1+3+4,3,600,-0.0012323856353759766,-0.0012372372148092836,-0.0012331210235174694,4.851579433307052e-06,7.353881414928765e-07,0.002885030296402609,1.6666666666666667,-0.0020494461059570312
1,2+3+4,3,600,-0.0012149810791015625,-0.001219421625137329,-0.001215508531132059,4.4405460357666016e-06,5.274520304965336e-07,0.002678745608631879,1.6666666666666667,-0.0020203590393066406
1,0+1+2+3,4,800,-0.0016124248504638672,-0.0016176037315744907,-0.001613417354150437,5.178881110623479e-06,9.9250368656989e-07,0.0035399703486929885,1.25,-0.0020143985748291016
1,0+1+2+4,4,800,-0.0012569427490234375,-0.0012614440056495368,-0.001257988555778633,4.501256626099348e-06,1.0458067551954997e-06,0.003457229281707375,1.25,-0.0015704631805419922
1,0+1+3+4,4,800,-0.0015115737915039062,-0.0015161189658101648,-0.001512558592452251,4.545174306258559e-06,9.84800948344855e-07,0.0034594209212359117,1.25,-0.001888275146484375
1,0+2+3+4,4,800,-0.001493692398071289,-0.0014983033761382103,-0.001494648333675963,4.610978066921234e-06,9.559356046739964e-07,0.003366292265438843,1.25,-0.0018658638000488281
1,1+2+3+4,4,800,-0.0015859603881835938,-0.0015926476917229593,-0.0015870248463585312,6.68730353936553e-06,1.0644581749374993e-06,0.0035247057426533645,1.25,-0.0019807815551757812
1,0+1+2+3+4,5,1000,-0.0018656253814697266,-0.0018715294427238405,-0.001866465525765415,5.904061254113913e-06,8.401442956884608e-07,0.004119004855827805,1.0,-0.0018656253814697266
2,0,1,200,-0.0002765655517578125,-0.00027709981077350676,-0.0002768158263393161,5.342590156942606e-07,2.502745815036178e-07,0.0014522954577257277,5.0,-0.0013768672943115234
2,1,1,200,-0.0003693103790283203,-0.0003699946100823581,-0.00036952056845507286,6.842310540378094e-07,2.1018942675254948e-07,0.0013720441744344036,5.0,-0.001836538314819336
2,2,1,200,-0.0003502368927001953,-0.00035088506410829723,-0.0003506063352176625,6.481714081019163e-07,3.694425174671778e-07,0.0010257419550366554,5.0,-0.0017461776733398438
2,3,1,200,-0.0006012916564941406,-0.0006048477371223271,-0.0006017246284955036,3.5560806281864643e-06,4.3297200136294123e-07,0.0017531570979858835,5.0,-0.0029425621032714844
2,4,1,200,-0.00025200843811035156,-0.0002524798328522593,-0.0002522442845815931,4.713947419077158e-07,2.358464712415298e-07,0.0010763468477078715,5.0,-0.0012552738189697266
2,0+1,2,400,-0.0006463527679443359,-0.0006470944208558649,-0.0006469383389742234,7.41652911528945e-07,5.855710298874328e-07,0.0020929930241997954,2.5,-0.001615285873413086
2,0+2,2,400,-0.0006270408630371094,-0.000627984874881804,-0.0006277111368291344,9.440118446946144e-07,6.702737920250001e-07,0.0020120657222567166,2.5,-0.0015668869018554688
2,0+3,2,400,-0.0008788108825683594,-0.0008819475478958338,-0.000879459904297164,3.136665327474475e-06,6.490217288046551e-07,0.002366317051149835,2.5,-0.0021872520446777344
2,0+4,2,400,-0.0005288124084472656,-0.000529579643625766,-0.0005294611235484581,7.672351785004139e-07,6.487151011924652e-07,0.002001089417528876,2.5,-0.001322031021118164
2,1+2,2,400,-0.0007190704345703125,-0.0007208796741906554,-0.0007195883177359974,1.8092396203428507e-06,5.17883165684907e-07,0.002117516190754256,2.5,-0.0017926692962646484
2,1+3,2,400,-0.0009713172912597656,-0.0009748423472046852,-0.0009721618220339678,3.525055944919586e-06,8.445307742022123e-07,0.002356830508291693,2.5,-0.00241851806640625
2,1+4,2,400,-0.0006210803985595703,-0.0006224744429346174,-0.0006214334679270905,1.3940443750470877e-06,3.530693675202201e-07,0.002060221833321309,2.5,-0.00154876708984375
2,2+3,2,400,-0.0009527206420898438,-0.0009557328012306243,-0.0009530728194704352,3.012159140780568e-06,3.521773805914563e-07,0.0021603916286949813,2.5,-0.0023708343505859375
2,2+4,2,400,-0.0006020069122314453,-0.0006033648969605565,-0.000602627011154766,1.3579847291111946e-06,6.20098923320711e-07,0.001772541891161146,2.5,-0.0015025138854980469
2,3+4,2,400,-0.0008544921875,-0.0008573275699745864,-0.0008548981778915277,2.8353824745863676e-06,4.0599039152766636e-07,0.0021554225149502328,2.5,-0.002126455307006836
2,0+1+2,3,600,-0.0009963512420654297,-0.0009979794849641621,-0.0009972950635273037,1.6282428987324238e-06,9.438214618739948e-07,0.002805189693529348,1.6666666666666667,-0.0016601085662841797
2,0+1+3,3,600,-0.001249551773071289,-0.001251942157978192,-0.0012504990420154627,2.3903849069029093e-06,9.472689441736293e-07,0.0029102403865278017,1.6666666666666667,-0.002080678939819336
2,0+1+4,3,600,-0.0008985996246337891,-0.0008995742537081242,-0.0008992522510737899,9.746290743350983e-07,6.526264400008586e-07,0.0027348314041432315,1.6666666666666667,-0.001497030258178711
